,AUC_Mean,AUC_Std,Distance
Linifanib (ABT-869),0.7514948839851338,0.05289212291357561,3.1132327216832505
Y-27632 2HCl,0.6224895213539153,0.044913257654374095,2.4946595411793617
Cediranib (AZD2171),0.7667208458205985,0.06572843135658178,5.913333076984788
Avagacestat (BMS-708163),0.5971058711811505,0.06199673236121224,1.1824163934512335
Motesanib Diphosphate (AMG-706),0.6437781114261492,0.04345033321348499,2.8230194930836507
TWS119,0.6093406039829905,0.035764332308989163,1.8562616111024828
Sunitinib Malate,0.8349166417203767,0.05490533208691736,3.4552410237610967
AZ 960,0.5484546255667078,0.04270642732070669,0.8616058366927444
SL-327,0.6482137559332244,0.07467511512137498,2.2320152414560472
MK-0752,0.5648638442186328,0.04023796478786439,1.8430485141853152
SU11274,0.7221450689083195,0.04590239672076033,2.831560646331266
CHIR-98014,0.9265963673706338,0.012752180281370682,12.817376874952457
Vatalanib (PTK787) 2HCl,0.5931280826336086,0.06215650930010253,2.5860091801029537
WHI-P154,0.5681796442857107,0.03731146196743561,1.3376705385609287
Foretinib (GSK1363089),0.8489962297008009,0.03498980116863142,9.404495236924738
IWR-1-endo,0.6094741604747332,0.03976089347211204,1.7934308173815765
AT9283,0.970646407880605,0.012483241221691232,15.148836150554347
BIO,0.6904009225341967,0.03455401051857695,3.5352683919060373
Lenvatinib (E7080),0.6673276969741554,0.06879072753877163,2.7525317160575407
K02288,0.5612102809505066,0.05311335126006987,1.743069096614246
WZ8040,0.6440234506748428,0.05976847353656102,2.942052406601967
Filgotinib (GLPG0634),0.5993052793507253,0.029701830254186497,2.2062294410386274
DMSO,0.5063387876881295,0.003600431353305459,0.0
AG-1024,0.6644057440308138,0.06340778180631595,3.2932242834648218
GNF-5,0.6020153300980724,0.026729759709947752,1.0608405712438926
BX-912,0.9703549417744229,0.02217149875218869,14.238642197399395
Aurora A Inhibitor I,0.9536992324834628,0.025012481815117966,12.06857075250926
VX-11e,0.9517230840193992,0.019560649800910667,5.266636119765587
Pimasertib (AS-703026),0.9716123765748366,0.01244222066979176,6.391943436910123
Quizartinib (AC220),0.9638295837548465,0.01258377183013427,10.03469478496267
LJI308,0.6492376581265484,0.05299708732567112,1.687863797548945
PHT-427,0.6593069986402733,0.06169443028293369,1.8144744092219398
BIRB 796 (Doramapimod),0.6232915957768425,0.06858452906089012,2.3999524314649965
VE-821,0.6696446149817967,0.0474751014721027,2.2821407098724538
AZD8330,0.9689530873402499,0.010870296825278866,6.595202177385157
GSK461364,0.9838761671638743,0.00606334689799285,17.526957688336136
BMS-582949,0.5816203274338468,0.06896076853714754,2.933725879193864
Mubritinib (TAK 165),0.9256829787319403,0.02757791656249478,6.828159856678519
Volasertib (BI 6727),0.7681835571291945,0.03331588600405775,3.499532204662274
Axitinib,0.640950433548827,0.05442169503885452,3.4365617218122217
Enzastaurin (LY317615),0.6041444583610812,0.04008808487077073,2.4741841530589945
"Dovitinib (TKI-258, CHIR-258)",0.8580388608573914,0.0403302861546753,7.093840464824476
Ruxolitinib (INCB018424),0.6128433048929555,0.033399158543527624,1.9831533360627573
Nilotinib (AMN-107),0.5999207002458877,0.08581295211851601,2.970247138035506
Semagacestat (LY450139),0.5708647589769107,0.04569051307375881,1.8069185819966327
"Temsirolimus (CCI-779, NSC 683864)",0.7247954904189458,0.06024899614038098,3.2804914692928455
DAPT (GSI-IX),0.6729610737035918,0.05036047796703598,2.8370972871243403
Crizotinib (PF-02341066),0.9881773502142102,0.005244381449952427,14.371093611824591
ICG-001,0.620643684715683,0.0586016233165133,1.868475423114462
Brivanib (BMS-540215),0.7261343011504793,0.10090182252222872,3.436040423922732
GW788388,0.5497963136148384,0.023444998461833996,1.2435406782578105
U0126-EtOH,0.8194323225468387,0.03294802150072393,5.021450790737831
S-Ruxolitinib (INCB018424),0.5904778284969885,0.024648628810937184,1.5044907113733863
GSK690693,0.8294969721399366,0.053208194642876266,2.8347271785144144
SANT-1,0.5691438256107502,0.04534376631903591,1.373989276194278
Brivanib Alaninate (BMS-582664),0.8358057898575619,0.03402414442034439,3.6204611895599195
Ro 31-8220 Mesylate,0.9732277593668661,0.022471209728511056,11.115211726041519
CP-724714,0.5981513798494985,0.05390725476738959,2.5554073206132246
AR-A014418,0.5599854109369916,0.036364341403738,0.8578668246800297
ENMD-2076,0.9446240224381393,0.02782908588578251,12.77155964075422
STA-21,0.5573183182671463,0.027510551410474857,0.6639960074741714
Amuvatinib (MP-470),0.6056495021008661,0.06894082845091133,3.2106983668023337
GNE-7915,0.5829562774337421,0.06489257012705263,2.0696303089696872
Genistein,0.6189714634930572,0.07881777126469831,3.150467231746013
PHA-680632,0.9308505767855835,0.028832462413163052,11.764838787017903
FIIN-2,0.694007882078977,0.05244870776296579,1.5993316561231794
HMN-214,0.9802271195390937,0.007041130574212564,16.26692393202232
Hesperadin,0.9517833558017947,0.02961295574045959,8.636050281774535
ONO-4059,0.8697437813191817,0.022849324232388436,3.4204368886052356
KRN 633,0.6137278481651169,0.031092400229372208,1.7832621294578106
Tie2 kinase inhibitor,0.6683831022560801,0.06171520484965091,1.4739087060889926
AG-18,0.6471048649480085,0.05692029735842841,1.3291154322039884
KW-2449,0.9643162877202045,0.018708710704832605,9.821712622641089
R406,0.6464205082687462,0.06861765867899648,2.25352085003053
AMG 337,0.5947914949038111,0.06284029022078388,1.9902133117348688
PP242,0.9361330283050264,0.022824515845532627,4.36286702816927
Palomid 529 (P529),0.6299633563077874,0.06678075371506008,2.0830384796343147
Saracatinib (AZD0530),0.9249566100327327,0.022972068341129002,5.567120627143382
SB431542,0.5929815669370712,0.038866021069768324,1.473997120036444
PD184352 (CI-1040),0.9183694482460847,0.044206864836692346,5.279060308397484
Thiazovivin,0.688570611683561,0.0490450997012629,3.864251040008265
NVP-AEW541,0.9880002009282253,0.009379326128252657,13.83372771189751
Theophylline,0.5750430116053374,0.029731733090388564,1.8456625660815746
