,AUC_Mean,AUC_Std,Distance,PValue
Linifanib (ABT-869),0.6953140854243796,0.06322770979182592,3.1132327216832505,0.001998001998001998
Y-27632 2HCl,0.6115082469213075,0.06415690583847647,2.4946595411793617,0.000999000999000999
Cediranib (AZD2171),0.8252587255764776,0.054940560489297414,5.913333076984788,0.000999000999000999
Avagacestat (BMS-708163),0.6170492627566532,0.07336387438046024,1.1824163934512335,0.000999000999000999
Motesanib Diphosphate (AMG-706),0.6984632584477786,0.10814006659738705,2.8230194930836507,0.000999000999000999
TWS119,0.6006778325227767,0.03379189576018636,1.8562616111024828,0.000999000999000999
Sunitinib Malate,0.8210769474165259,0.05952312730178176,3.4552410237610967,0.000999000999000999
AZ 960,0.5289445224086936,0.04220205255351633,0.8616058366927444,0.8301698301698301
SL-327,0.6878545130972975,0.10350022065659363,2.2320152414560472,0.001998001998001998
MK-0752,0.533981260370491,0.05397757889709306,1.8430485141853152,0.8231768231768232
SU11274,0.6725185407912558,0.07453894382809573,2.831560646331266,0.000999000999000999
CHIR-98014,0.9225233145909598,0.017785789080970747,12.817376874952457,0.000999000999000999
Vatalanib (PTK787) 2HCl,0.6307650264109241,0.06997702231111519,2.5860091801029537,0.023976023976023976
WHI-P154,0.6051000426302429,0.03268090763143998,1.3376705385609287,0.000999000999000999
Foretinib (GSK1363089),0.842581249815753,0.05293389293537265,9.404495236924738,0.000999000999000999
IWR-1-endo,0.5719262424537115,0.07468039694099134,1.7934308173815765,0.07892107892107893
AT9283,0.9822880153182248,0.01165615233409141,15.148836150554347,0.000999000999000999
BIO,0.6987538786945454,0.05808394418552773,3.5352683919060373,0.000999000999000999
Lenvatinib (E7080),0.6356101289123182,0.08242257424121568,2.7525317160575407,0.015984015984015984
K02288,0.5884415216798083,0.07255414411217717,1.743069096614246,0.026973026973026972
WZ8040,0.6763006318980584,0.08120686977246722,2.942052406601967,0.001998001998001998
Filgotinib (GLPG0634),0.5839208594296594,0.04338386185383868,2.2062294410386274,0.000999000999000999
DMSO,0.5104750827674324,0.0037396988856966077,0.0,0.001998001998001998
AG-1024,0.7024341155920103,0.10802444809125297,3.2932242834648218,0.000999000999000999
GNF-5,0.5333835463279557,0.05208136293643314,1.0608405712438926,0.6773226773226774
BX-912,0.9381408319063118,0.0455763817777015,14.238642197399395,0.000999000999000999
Aurora A Inhibitor I,0.946655971270087,0.04883310082254338,12.06857075250926,0.000999000999000999
VX-11e,0.9458060012521502,0.021520787911026455,5.266636119765587,0.000999000999000999
Pimasertib (AS-703026),0.9639237937543299,0.020791206912977405,6.391943436910123,0.000999000999000999
Quizartinib (AC220),0.9448119422039911,0.035674276044459614,10.03469478496267,0.000999000999000999
LJI308,0.566708251607279,0.05363213493805585,1.687863797548945,0.6243756243756243
PHT-427,0.6550174815732653,0.054618618334563926,1.8144744092219398,0.000999000999000999
BIRB 796 (Doramapimod),0.6148541450984559,0.09351178434632115,2.3999524314649965,0.03296703296703297
VE-821,0.6120647868682914,0.12483730287801675,2.2821407098724538,0.052947052947052944
AZD8330,0.9400103649797297,0.03758035763836357,6.595202177385157,0.000999000999000999
GSK461364,0.9724852997879314,0.02643959035118043,17.526957688336136,0.000999000999000999
BMS-582949,0.6208272484177462,0.12060946807342356,2.933725879193864,0.07892107892107893
Mubritinib (TAK 165),0.920333042958186,0.03892792593295244,6.828159856678519,0.000999000999000999
Volasertib (BI 6727),0.756457215814801,0.08026042372739606,3.499532204662274,0.000999000999000999
Axitinib,0.6204457682293313,0.11273359578335573,3.4365617218122217,0.03996003996003996
Enzastaurin (LY317615),0.6105635296505566,0.05421254087597744,2.4741841530589945,0.000999000999000999
"Dovitinib (TKI-258, CHIR-258)",0.8605427143156918,0.06766345039889995,7.093840464824476,0.000999000999000999
Ruxolitinib (INCB018424),0.6159128200259569,0.06553753919114064,1.9831533360627573,0.000999000999000999
Nilotinib (AMN-107),0.5836326182936611,0.09068077784668534,2.970247138035506,0.3146853146853147
Semagacestat (LY450139),0.5553291359050554,0.04821368903285602,1.8069185819966327,0.3016983016983017
"Temsirolimus (CCI-779, NSC 683864)",0.7491178690876834,0.0924506376840327,3.2804914692928455,0.000999000999000999
DAPT (GSI-IX),0.6940526141650771,0.037573469871991894,2.8370972871243403,0.000999000999000999
Crizotinib (PF-02341066),0.9677500038476928,0.026278725078352723,14.371093611824591,0.000999000999000999
ICG-001,0.5840830047057535,0.06590713355493454,1.868475423114462,0.03796203796203796
Brivanib (BMS-540215),0.6930319704804999,0.10350132591502605,3.436040423922732,0.000999000999000999
GW788388,0.5647051848368708,0.059865283392559816,1.2435406782578105,0.14685314685314685
U0126-EtOH,0.8558494676548083,0.0695548505502084,5.021450790737831,0.000999000999000999
S-Ruxolitinib (INCB018424),0.5519479860268939,0.06997351202862746,1.5044907113733863,0.14485514485514486
GSK690693,0.8304055488963955,0.0688329330471267,2.8347271785144144,0.000999000999000999
SANT-1,0.5497363222854833,0.045533143382307635,1.373989276194278,0.4725274725274725
Brivanib Alaninate (BMS-582664),0.7951946990917579,0.0640076806696179,3.6204611895599195,0.000999000999000999
Ro 31-8220 Mesylate,0.9843741056048503,0.011677735147874343,11.115211726041519,0.000999000999000999
CP-724714,0.6509215506715508,0.05927694001150372,2.5554073206132246,0.004995004995004995
AR-A014418,0.5392509276253825,0.05039114864301534,0.8578668246800297,0.45354645354645357
ENMD-2076,0.9245039258127493,0.046597020966011315,12.77155964075422,0.000999000999000999
STA-21,0.559226149531117,0.05975925409457601,0.6639960074741714,0.0969030969030969
Amuvatinib (MP-470),0.6651972945892257,0.0745005549353961,3.2106983668023337,0.001998001998001998
GNE-7915,0.6303742219345105,0.0904872172829957,2.0696303089696872,0.03296703296703297
Genistein,0.7138260828116672,0.07952217706612134,3.150467231746013,0.000999000999000999
PHA-680632,0.9182268305599592,0.043577448563988416,11.764838787017903,0.000999000999000999
FIIN-2,0.6692754139135718,0.12413278728175314,1.5993316561231794,0.000999000999000999
HMN-214,0.9648053274340038,0.025935300727925662,16.26692393202232,0.000999000999000999
Hesperadin,0.9651197697927575,0.01831202474295786,8.636050281774535,0.000999000999000999
ONO-4059,0.8347112898943877,0.051575878577693364,3.4204368886052356,0.000999000999000999
KRN 633,0.6602307511698636,0.09842472410854865,1.7832621294578106,0.001998001998001998
Tie2 kinase inhibitor,0.638547459334611,0.0936830005846975,1.4739087060889926,0.002997002997002997
AG-18,0.613227617970265,0.08692689468700532,1.3291154322039884,0.04895104895104895
KW-2449,0.920368427868428,0.05344664577438922,9.821712622641089,0.000999000999000999
R406,0.6386205379587733,0.09222293300633065,2.25352085003053,0.005994005994005994
AMG 337,0.6435115005003127,0.12493413122494688,1.9902133117348688,0.004995004995004995
PP242,0.9457126807467138,0.0264033233958817,4.36286702816927,0.000999000999000999
Palomid 529 (P529),0.5994142195069304,0.05664423132409389,2.0830384796343147,0.11188811188811189
Saracatinib (AZD0530),0.9204827957989721,0.062180572012828776,5.567120627143382,0.000999000999000999
SB431542,0.6153859356232909,0.02517545945254525,1.473997120036444,0.001998001998001998
PD184352 (CI-1040),0.9153406488193363,0.05611164877380551,5.279060308397484,0.000999000999000999
Thiazovivin,0.713084693003174,0.07991588737191002,3.864251040008265,0.000999000999000999
NVP-AEW541,0.9817839863218014,0.019414848088639542,13.83372771189751,0.000999000999000999
Theophylline,0.6157360951375177,0.07499117915327257,1.8456625660815746,0.001998001998001998
"VX-680 (Tozasertib, MK-0457)",0.9638373099209012,0.030407019016198213,14.835497428370173,0.000999000999000999
CYT387,0.5673247103379836,0.05723098402898797,1.0190860295225044,0.030969030969030968
PHA-665752,0.7620198214238463,0.05745032324181126,3.1455992833280373,0.000999000999000999
NVP-BSK805 2HCl,0.7253341750186559,0.05860388112023985,6.762377879143826,0.000999000999000999
"Refametinib (RDEA119, Bay 86-9766)",0.9530905040835433,0.031114176373585073,6.472457846299685,0.000999000999000999
PF-5274857,0.5772737853469259,0.07147800809031375,1.4916701409569493,0.03896103896103896
ZM 447439,0.9434159144089487,0.049784361756828176,13.007254058494947,0.000999000999000999
Pirfenidone,0.6060709035592937,0.05241206859905769,1.1995701157254095,0.000999000999000999
JNJ-38877605,0.6392850832518014,0.07661851879391907,1.2874393608345382,0.002997002997002997
KY02111,0.5482405393488449,0.05216685605532995,1.5417322658069283,0.4915084915084915
AG-490 (Tyrphostin B42),0.5763311000088632,0.04328499418338665,1.0941020057920565,0.013986013986013986
GF109203X,0.8827020869376808,0.03386499230188987,8.485881176360985,0.000999000999000999
TGX-221,0.6639923429307621,0.09608749496174887,1.6695676104006774,0.001998001998001998
FH535,0.7828415419212822,0.046777489796619165,4.694739355790468,0.000999000999000999
CUDC-101,0.979631872966149,0.028412089577933494,13.756086210390324,0.000999000999000999
ZM 39923 HCl,0.5304017310408847,0.031332163053619515,1.1482603540492182,0.7982017982017982
JNJ-7706621,0.9328333394761412,0.06152900475808669,11.498962996017314,0.000999000999000999
Decernotinib (VX-509),0.6657957938457262,0.04169923784586833,2.1499222235010516,0.000999000999000999
TG100-115,0.6918027070968248,0.09211665951615366,1.9259589478505876,0.000999000999000999
VX-745,0.6531071079007268,0.08384769025606541,2.6153287622025645,0.000999000999000999
Bikinin,0.6126236607503994,0.06992690080728782,2.0609309297862612,0.029970029970029972
AEE788 (NVP-AEE788),0.9303159574866736,0.03905845796563756,8.650635736664489,0.000999000999000999
BIX 02188,0.5579395902789024,0.04629100984753788,2.3667656211231463,0.7232767232767233
CC-223,0.9080220107089134,0.06636010018694388,5.02686102457276,0.000999000999000999
AT7867,0.9334802754435106,0.05435449398815044,9.22305115343428,0.000999000999000999
H 89 2HCl,0.6795507188889542,0.11436168346267996,5.625822739422888,0.000999000999000999
CEP-32496,0.5349842956321285,0.09594365421810233,2.0371625074454305,0.942057942057942
RAF265 (CHIR-265),0.9338368846394394,0.03790951903884877,5.78791087769841,0.000999000999000999
SGI-1776 free base,0.7941519487286424,0.05881336379191399,4.1550556863082315,0.000999000999000999
Oclacitinib,0.5636166475158029,0.059461329310127105,1.5611489875617963,0.056943056943056944
Degrasyn (WP1130),0.7343230892662176,0.06320180394958501,2.3591360943517774,0.000999000999000999
Selumetinib (AZD6244),0.9527846059870712,0.03530764140572828,5.932361018930849,0.000999000999000999
SB216763,0.7439160068140929,0.038170834702932484,3.4394931072754074,0.000999000999000999
Dasatinib,0.8904027913612997,0.040197333366484615,6.740037702749602,0.000999000999000999
GSK429286A,0.7471607502674307,0.03909149896978407,4.992041724879504,0.000999000999000999
Pazopanib HCl,0.5892542234597188,0.0901829385832463,1.9891089809854103,0.2857142857142857
"LDE225 (NVP-LDE225,Erismodegib)",0.5582337144790444,0.06091987585167924,1.0574529131661987,0.23876123876123875
LY2157299,0.6069142891809616,0.05520229169589867,2.1289325230013945,0.002997002997002997
ZSTK474,0.9337765283988839,0.0329387708629244,5.505511009565394,0.000999000999000999
TG101209,0.9839810708297797,0.009848477226003821,16.98090308832457,0.000999000999000999
OSI-906 (Linsitinib),0.9233944781967061,0.0565229412360912,3.1827139295979343,0.000999000999000999
"Tofacitinib (CP-690550,Tasocitinib)",0.547128504718464,0.04144419856956209,1.5155738786801676,0.2817182817182817
GDC-0879,0.7426590488115256,0.06630636867054139,5.526575177792091,0.000999000999000999
Go 6983,0.8638136013270131,0.02851147353568958,8.990678368790284,0.000999000999000999
Triciribine,0.8784869343874592,0.05411960927691631,4.647935113602882,0.000999000999000999
BMS-833923,0.594278902440009,0.04586966695310267,1.1401044968854885,0.005994005994005994
SNS-032 (BMS-387032),0.9718655518693085,0.026010938989969704,13.247937667304102,0.000999000999000999
RepSox,0.6780390662487246,0.05492694178417906,1.5781961291216355,0.000999000999000999
WZ3146,0.9572947567138744,0.036137462692267454,6.11582822750772,0.000999000999000999
WIKI4,0.6320106173233769,0.08523436052911396,1.35127711848078,0.000999000999000999
Tivozanib (AV-951),0.730953334338419,0.12629762710426834,3.5922407921474515,0.000999000999000999
Pacritinib (SB1518),0.9856333666339803,0.018995599357522763,16.46559294983049,0.000999000999000999
CHIR-99021 (CT99021),0.84627529252552,0.051922793627657525,5.124595508623875,0.000999000999000999
Vacquinol-1,0.8965994144744144,0.08054102521829556,9.186727072233408,0.000999000999000999
