,AUC_Mean,AUC_Std,Distance
Linifanib (ABT-869),0.8704231476488523,0.06116800600296458,10.43647421124395
Y-27632 2HCl,0.5838196824502483,0.059581090507417216,2.0683163525779085
Cediranib (AZD2171),0.9513306484244317,0.02011267386796261,10.391026668246203
Avagacestat (BMS-708163),0.577271810956695,0.04506871495859704,2.6488677417380666
Motesanib Diphosphate (AMG-706),0.7360956260041183,0.06223724038235201,6.821559791002586
TWS119,0.5719844537266076,0.06044201446533469,1.9465104751991729
Sunitinib Malate,0.702294546717515,0.08820476719456066,6.98032660885973
AZ 960,0.8980027942434463,0.013571529671503785,9.914223818266109
SL-327,0.7901236436197626,0.06103865499432435,8.71998596869553
MK-0752,0.5431998946512379,0.053923244624792394,1.3987782328422596
SU11274,0.66557365232412,0.08885676521792014,6.42184604202277
CHIR-98014,0.929629431663016,0.017686348206709248,15.953621464082515
Vatalanib (PTK787) 2HCl,0.7053092531780208,0.08731530769761564,5.193090648155825
WHI-P154,0.5695310453041924,0.03951620099663568,1.0262961435391043
Foretinib (GSK1363089),0.7884423511271581,0.05820525275194452,7.412859557056216
IWR-1-endo,0.6639455823178793,0.04438189333837625,3.888534551336397
AT9283,0.9872731891311934,0.00837189314313143,20.613790910818885
BIO,0.8156223521198577,0.03869077725915123,5.370849310466515
Lenvatinib (E7080),0.6209918995398762,0.0854803360941192,5.065954786187804
K02288,0.5659736284512931,0.06274043766881213,1.8751483263888473
WZ8040,0.5888304158538377,0.07671126319571663,3.861580989670809
Filgotinib (GLPG0634),0.71717150760396,0.040210140147161774,4.13886251612039
DMSO,0.5110808279319929,0.006299634564679528,0.0
AG-1024,0.6685006493032147,0.08263716421215406,3.7562782512667505
GNF-5,0.5827341997967167,0.045498660000199344,2.393298067515764
BX-912,0.8986875704210439,0.04688735566594294,10.265625285585903
Aurora A Inhibitor I,0.7940798230969928,0.0575464155169537,5.069944025436341
VX-11e,0.9770856510821918,0.01482338458609012,16.702224363624094
Pimasertib (AS-703026),0.9874982396975366,0.015088955813075592,19.42949225822905
Quizartinib (AC220),0.7498314063459619,0.08223846076578366,4.232950071523138
LJI308,0.5865710217835521,0.08452135140895993,3.7105917540545437
PHT-427,0.6322181502986363,0.08552349283363109,5.013471016357613
BIRB 796 (Doramapimod),0.5878391739109853,0.04550654878318009,3.438849830752089
VE-821,0.6219934886732381,0.055790920209041465,4.61012096344321
AZD8330,0.9859309994729317,0.01176906998644088,20.405881414227423
GSK461364,0.9504254605652959,0.03946042821683038,15.84001923614267
BMS-582949,0.7066888469702388,0.06852617264384746,3.044615989223596
Mubritinib (TAK 165),0.859426307814789,0.04830894906454904,6.845994405651735
Volasertib (BI 6727),0.6483886847483158,0.09303901612078404,2.2129797772351933
Axitinib,0.7742175787991301,0.06139750832986679,5.193537123003661
Enzastaurin (LY317615),0.7410883389048363,0.036877801839730356,3.623186036164364
"Dovitinib (TKI-258, CHIR-258)",0.8511040268758683,0.08770273894508872,7.5036669049766855
Ruxolitinib (INCB018424),0.6402136163802246,0.03666767871572666,3.6379721258019773
Nilotinib (AMN-107),0.7210057318782062,0.07925065401094489,5.008174439420856
Semagacestat (LY450139),0.6415353695688727,0.04696544482759684,2.941630403978766
"Temsirolimus (CCI-779, NSC 683864)",0.7245231872564946,0.11065207994594907,4.699490078161459
DAPT (GSI-IX),0.6160801590436182,0.0418362770063686,2.5999454420916313
Crizotinib (PF-02341066),0.8766416917965131,0.07820073785243913,12.294899188912646
ICG-001,0.5589332976386334,0.04595569712888066,1.2786986156996987
Brivanib (BMS-540215),0.6900436280695146,0.083100635310106,2.323745821560341
GW788388,0.589498072976849,0.05101823981792168,1.6477227048423988
U0126-EtOH,0.9436710926576113,0.02913388549406496,10.881568570634647
S-Ruxolitinib (INCB018424),0.5640440197532547,0.03984807090717844,1.5262173502346617
GSK690693,0.8044829023376152,0.05406479296637502,3.6227224555998814
SANT-1,0.6188639567181726,0.055499348962717486,2.1167498922380217
Brivanib Alaninate (BMS-582664),0.6600668893181508,0.09727696396084562,3.0297328485156476
Ro 31-8220 Mesylate,0.8895492378061591,0.05197911061660136,10.981735115573276
CP-724714,0.6384837758891855,0.07955742054224856,2.1458642896529168
AR-A014418,0.7018991160430399,0.026757115051665763,3.5526501039761462
ENMD-2076,0.870792672172483,0.062400503521807454,14.327787113202449
STA-21,0.5739153960647838,0.0505081282733347,1.0247708603984365
Amuvatinib (MP-470),0.7155179189876532,0.07786455057039282,3.594819274668287
GNE-7915,0.6854798328066256,0.05627382251401257,3.7801313055812513
Genistein,0.6655546221772595,0.08954889450490087,2.6300580789090637
PHA-680632,0.7672306615336397,0.05653827282494651,4.686225622903794
FIIN-2,0.6608460010780293,0.05469121958926319,3.356554506958883
HMN-214,0.8865133640733756,0.055680057351105906,12.099992858342814
Hesperadin,0.870030785211372,0.04589844516413496,7.571093644072704
ONO-4059,0.6466907000073078,0.08974102766352955,2.157096467134811
KRN 633,0.5875067691120605,0.08581010735945727,2.2780434817198376
Tie2 kinase inhibitor,0.5541489208127148,0.07681008230436549,2.317208646651616
AG-18,0.6314543130018093,0.06727439458459449,3.129857199098339
KW-2449,0.8915046326445492,0.05629489299564703,6.680018552798551
R406,0.6506046634616707,0.07824157971962652,2.349016215354197
AMG 337,0.6453823984859204,0.10225402159516746,2.491848429442987
PP242,0.9303691821269741,0.08193950129863893,12.371035501682446
Palomid 529 (P529),0.583798158717042,0.0643926104446314,1.9764960221804506
Saracatinib (AZD0530),0.9077518629752541,0.047043748987601004,6.911975346094901
SB431542,0.6352424986921766,0.04235727809458742,2.3618538520972443
PD184352 (CI-1040),0.9645206843267641,0.019393319257090775,13.425808625703366
Thiazovivin,0.6533239160285433,0.046023437347270074,2.755563437621817
NVP-AEW541,0.8608450816104785,0.06742792761942357,6.119128817696723
Theophylline,0.5499961745938131,0.04023176955990375,1.7580160171746748
"VX-680 (Tozasertib, MK-0457)",0.8886536393570414,0.03519479294926605,9.448854363494677
CYT387,0.6729857111022679,0.03382813913690226,2.4782849014936175
PHA-665752,0.6498038609395574,0.056090451899803724,2.164138665642904
NVP-BSK805 2HCl,0.6542604132298712,0.04354029471070404,3.19532573388066
"Refametinib (RDEA119, Bay 86-9766)",0.9713673678706156,0.016106114175889474,20.558742697324586
PF-5274857,0.600484436400081,0.04850807363442068,1.706856432064633
ZM 447439,0.6790895562671045,0.08494532523828169,3.6348048602395693
Pirfenidone,0.6146099197738535,0.04457318746916506,2.0374872057901894
JNJ-38877605,0.6233162986751525,0.09842030221961479,2.8207902783503203
KY02111,0.588866576776877,0.04567404447233395,2.2202436257718516
AG-490 (Tyrphostin B42),0.5696132728240089,0.0349316282364071,0.9784017817454159
GF109203X,0.8963128661409987,0.03459814442529833,10.97327837558384
TGX-221,0.6266661546898911,0.0381784112807286,2.666172480998792
FH535,0.778117274417593,0.03667557629867102,3.399127490965451
CUDC-101,0.8739444476334002,0.08176602068145207,11.796623830689727
ZM 39923 HCl,0.5319553802033197,0.035220281027998894,1.160909569822906
JNJ-7706621,0.9881303631856355,0.009155313123897987,19.95895125670112
Decernotinib (VX-509),0.5846390675488592,0.032612717576839874,1.1078753720559043
TG100-115,0.637369781430067,0.0730860158826072,3.468209407071718
VX-745,0.5903898836010477,0.064947752136769,1.4719616799815147
