,AUC_Mean,AUC_Std,Distance,PValue
Linifanib (ABT-869),0.8899074850488876,0.06211779354665255,10.43647421124395,0.000999000999000999
Y-27632 2HCl,0.6193042573693888,0.04510204680420383,2.0683163525779085,0.000999000999000999
Cediranib (AZD2171),0.9369444444444444,0.03614247017379008,10.391026668246203,0.000999000999000999
Avagacestat (BMS-708163),0.6200704643544628,0.0871912235423699,2.6488677417380666,0.000999000999000999
Motesanib Diphosphate (AMG-706),0.8355448362328615,0.06377498723192954,6.821559791002586,0.000999000999000999
TWS119,0.5568113292306469,0.03611982149357312,1.9465104751991729,0.23476523476523475
Sunitinib Malate,0.7434886145600431,0.059528373307166364,6.98032660885973,0.000999000999000999
AZ 960,0.9103389857058739,0.03271077550035686,9.914223818266109,0.000999000999000999
SL-327,0.8548906202156976,0.042523254996673046,8.71998596869553,0.000999000999000999
MK-0752,0.5960982625411193,0.05841433903916897,1.3987782328422596,0.025974025974025976
SU11274,0.692123421062082,0.10476550669795706,6.42184604202277,0.000999000999000999
CHIR-98014,0.9463452200417223,0.02178875959016108,15.953621464082515,0.000999000999000999
Vatalanib (PTK787) 2HCl,0.744639967875262,0.05648926023698832,5.193090648155825,0.000999000999000999
WHI-P154,0.5765100708761877,0.04505866601187215,1.0262961435391043,0.03396603396603397
Foretinib (GSK1363089),0.7747718064498527,0.06667686176159474,7.412859557056216,0.000999000999000999
IWR-1-endo,0.6521647489215049,0.05414965906285935,3.888534551336397,0.000999000999000999
AT9283,0.9851128295018796,0.007522299550966332,20.613790910818885,0.000999000999000999
BIO,0.7745641967731293,0.039354734639657184,5.370849310466515,0.000999000999000999
Lenvatinib (E7080),0.6803462674021885,0.09717845120284099,5.065954786187804,0.001998001998001998
K02288,0.6087552521349588,0.0611469141679929,1.8751483263888473,0.002997002997002997
WZ8040,0.6180052820953555,0.1027436918727823,3.861580989670809,0.14785214785214784
Filgotinib (GLPG0634),0.7331981457500027,0.054358485756838014,4.13886251612039,0.000999000999000999
DMSO,0.5077251146084755,0.006212522044177783,0.0,0.11688311688311688
AG-1024,0.6823710432637967,0.09723539072495822,3.7562782512667505,0.002997002997002997
GNF-5,0.6254232950962264,0.06993947856824356,2.393298067515764,0.000999000999000999
BX-912,0.8870583817964679,0.051705121961096626,10.265625285585903,0.000999000999000999
Aurora A Inhibitor I,0.7813134862929754,0.11380380916877879,5.069944025436341,0.000999000999000999
VX-11e,0.9856653987352516,0.016211015343754517,16.702224363624094,0.000999000999000999
Pimasertib (AS-703026),0.988299862905126,0.015313296005407455,19.42949225822905,0.000999000999000999
Quizartinib (AC220),0.7652807093147651,0.0839901063358896,4.232950071523138,0.000999000999000999
LJI308,0.5920575205756202,0.08658428984979202,3.7105917540545437,0.37162837162837165
PHT-427,0.678521361736532,0.1061517997365319,5.013471016357613,0.001998001998001998
BIRB 796 (Doramapimod),0.693849471470795,0.07461566334205498,3.438849830752089,0.000999000999000999
VE-821,0.6844233880011744,0.14695148470014383,4.61012096344321,0.000999000999000999
AZD8330,0.9677220273000625,0.01651468819375448,20.405881414227423,0.000999000999000999
GSK461364,0.9421129255360023,0.031372675069312725,15.84001923614267,0.000999000999000999
BMS-582949,0.7064247974247972,0.1099311312160976,3.044615989223596,0.001998001998001998
Mubritinib (TAK 165),0.8122301160947009,0.06614124115821415,6.845994405651735,0.000999000999000999
Volasertib (BI 6727),0.6575459262959263,0.11429927046967465,2.2129797772351933,0.004995004995004995
Axitinib,0.8075182850918144,0.07137919912828271,5.193537123003661,0.000999000999000999
Enzastaurin (LY317615),0.7527854271836854,0.045213744363237884,3.623186036164364,0.000999000999000999
"Dovitinib (TKI-258, CHIR-258)",0.9078280448812123,0.055049814428142524,7.5036669049766855,0.000999000999000999
Ruxolitinib (INCB018424),0.6515999522266936,0.05105914082260775,3.6379721258019773,0.000999000999000999
Nilotinib (AMN-107),0.7269222738629251,0.10053550466085141,5.008174439420856,0.000999000999000999
Semagacestat (LY450139),0.6532223120533804,0.043158113576125944,2.941630403978766,0.000999000999000999
"Temsirolimus (CCI-779, NSC 683864)",0.7841620584206617,0.05996598627014326,4.699490078161459,0.000999000999000999
DAPT (GSI-IX),0.6140061775551973,0.05739887995503012,2.5999454420916313,0.004995004995004995
Crizotinib (PF-02341066),0.8608074009324008,0.06344052947742482,12.294899188912646,0.000999000999000999
ICG-001,0.6082489623799775,0.05809308370761716,1.2786986156996987,0.01098901098901099
Brivanib (BMS-540215),0.7378576730860013,0.07492916535469661,2.323745821560341,0.000999000999000999
GW788388,0.6084264528346335,0.0464602719753399,1.6477227048423988,0.001998001998001998
U0126-EtOH,0.9662490104737547,0.025583114963573572,10.881568570634647,0.000999000999000999
S-Ruxolitinib (INCB018424),0.582427411033882,0.055898075570751465,1.5262173502346617,0.015984015984015984
GSK690693,0.7563920719803072,0.09193290046068442,3.6227224555998814,0.000999000999000999
SANT-1,0.6269738439049827,0.08369753208238315,2.1167498922380217,0.001998001998001998
Brivanib Alaninate (BMS-582664),0.6381949869539383,0.06871398106399282,3.0297328485156476,0.01098901098901099
Ro 31-8220 Mesylate,0.8855258805267958,0.051443833150449154,10.981735115573276,0.000999000999000999
CP-724714,0.6626545329670328,0.09010217577982553,2.1458642896529168,0.008991008991008992
AR-A014418,0.6925188130490384,0.042825886877690095,3.5526501039761462,0.000999000999000999
ENMD-2076,0.8909613756126914,0.05303769575222759,14.327787113202449,0.000999000999000999
STA-21,0.5491928881253993,0.05411487075351935,1.0247708603984365,0.4825174825174825
Amuvatinib (MP-470),0.6621862253673398,0.10297993062053266,3.594819274668287,0.000999000999000999
GNE-7915,0.6660595327874739,0.0727599748434393,3.7801313055812513,0.001998001998001998
Genistein,0.6085778274013567,0.09019670911175826,2.6300580789090637,0.16183816183816183
PHA-680632,0.7663167441532825,0.12253840211465754,4.686225622903794,0.000999000999000999
FIIN-2,0.6562093508732165,0.13769055019608434,3.356554506958883,0.006993006993006993
