,AUC_Mean,AUC_Std,Distance
Taselisib__1.0,0.8963633482193689,0.05247272480501398,7.906737622369895
Defactinib__0.0016,0.7210446226341858,0.09074656845052077,3.7552127609183046
YM155__0.04,0.985801069526382,0.012762405561435737,17.171583064006807
Irinotecan mit 5-FU + Gefitinib__0.008,0.7859995114889412,0.05658588286585177,4.579718651034669
Volasertib__0.04,0.9604960170448557,0.01830870019864372,11.740648686073241
Gemcitabine__0.04,0.8377495573519866,0.03622456252691887,3.767529469440611
Bexaroten__0.04,0.6500116912558541,0.07299944750346885,2.8319017829184845
Dasatinib__0.008,0.801313248773007,0.04789419096136611,8.168378413106542
Staurosporine_500nM,0.9394356250529338,0.018123823539050357,7.07167497466117
Palbociclib__0.0016,0.6214666789666813,0.06896871072856077,3.0709186917085836
Vinblastin__0.0016,0.7433586913005256,0.0667729456432697,5.191408985032756
Vinblastin__0.2,0.9624956852381169,0.019358515808169167,11.99047370564326
Irinotecan mit 5-FU__0.0016,0.8143309035687624,0.05001703854929731,7.259571113467648
YM155__1.0,0.9781674352211844,0.02595868160065907,13.949394327123528
Irinotecan / SN-38__0.2,0.9643405354420354,0.03302082459232612,15.64873309345974
Dabrafenib with Trametinib__0.04,0.899469090776616,0.056446930999363314,6.670582401965077
DMSO,0.5034527212594313,0.01125910033804962,0.0
AZD 4547__0.2,0.744472502764242,0.08865287756797614,4.771647005669271
Afatinib__0.008,0.9334958779723698,0.041220288651625116,8.386897098670595
ALISERTIB__0.008,0.7572703239018409,0.05248560064342134,4.971601702609052
lapatinib__0.04,0.6472863264867409,0.076804054582463,7.077139078002485
ruxolitinib__0.04,0.618914037176303,0.0723364308380823,3.867201659894656
Cabozantinib maleate__0.04,0.76555434205242,0.08453792200136609,6.132429592809216
Panobinostat__0.008,0.774528865469061,0.1177381550826873,6.666474259279126
Idelalisib__0.2,0.7549206768165737,0.04777326372139878,4.73467726844775
Crizotinib__1.0,0.9022851992892701,0.05349901919131167,8.513222062336437
sonidegib__0.2,0.6520063298634066,0.07147162180707267,5.410517153811475
Irinotecan / SN-38__0.04,0.9687474452550845,0.01640990405407868,14.51266450661215
Vorinostat__0.0016,0.7638436698986575,0.05630203355769034,3.356794820626119
Trifluoridin/Tipiracil__1.0,0.8202972294968948,0.04538494031363779,3.391274914520368
sonidegib__0.0016,0.7081292836690206,0.08182167304582993,3.3430959213622873
AZD 5363__0.008,0.5376948146998941,0.05827643575679996,2.6173235227819833
LGK974__0.0016,0.7836615214509693,0.04163967656397747,3.7219374325628602
5-FU__0.008,0.5824013419345546,0.05309891642603255,2.976638938515264
Everolimus__0.2,0.7154728325583964,0.08960938284308743,4.249466787788705
AZD 4547__0.0016,0.6054360518388822,0.06104363163756146,2.026710197453964
Oxaliplatin mit 5-FU + Gefitinib__0.04,0.7198761853929867,0.07834582840596015,4.408065290392529
Paclitaxel__0.04,0.9210087890006815,0.03372124215570772,7.956876857061094
PHENFORMIN__0.0016,0.6492564393625079,0.07662294365941541,1.832306999068239
pazopanib__0.2,0.7715962649364214,0.04500389315980952,2.76742776972214
Irinotecan mit 5-FU__1.0,0.9832558679653882,0.01772470348780574,16.708670602395614
Trametinib__1.0,0.9248650830685458,0.023105690830106603,10.211074072859745
Venetoclax__0.008,0.7998506197792002,0.10089179045062513,7.340466379659461
Docetaxel__0.04,0.9256741675869214,0.025766573903975014,9.44392054474157
Alpelisib__0.008,0.6179904975869367,0.06623573961516123,5.02717428414611
Trametinib__0.0016,0.7186964132629068,0.08376914181576163,5.722768113469685
Taselisib__0.2,0.7247611729475969,0.12048002089765376,2.9206958248482047
Irinotecan mit 5-FU + Gefitinib__0.04,0.872971046599852,0.04972982683214955,7.675341179394557
Ponatinib__0.008,0.6696657815090076,0.05493527310412791,1.8743159035157921
Gemcitabine__0.0016,0.601981586575073,0.05548453507947816,3.230405459503501
5-FU__0.2,0.7610918194349047,0.06057250617202592,3.040620368647783
Etoposid__0.0016,0.6543837951247846,0.06961871613447898,4.488492464824668
Vorinostat__0.008,0.6134146522845966,0.07989446584563112,4.535094942746273
Olaparib__0.2,0.691888156039327,0.09107049639838284,2.563614684431363
