# Accuracy of classifier for cell line (ROW) applied to validation data for cell line (COL) if trained only on FITC with variable thresholds based on ROC optimization
CLASSIFIER_DATA,D004T01,D007T01,D010T01,D013T01,D018T01,D019T01,D020T01,D020T02,D021T01,D022T01,D027T01,D030T01,D046T01,D054T01,D055T01
D004T01,0.921511627907,0.876444159178,0.576054955839,0.754970760234,0.91301703163,0.93613082382,0.813397129187,0.642149929279,0.848825331971,0.728132387707,0.717991169978,0.839420654912,0.816065192084,0.760471204188,0.842168674699
D007T01,0.797965116279,0.932605905006,0.555446516192,0.773099415205,0.685523114355,0.718913915458,0.767942583732,0.578500707214,0.656792645557,0.739361702128,0.717991169978,0.818639798489,0.648428405122,0.666230366492,0.614457831325
D010T01,0.640988372093,0.705070603338,0.850834151129,0.704093567251,0.627737226277,0.638074668312,0.598086124402,0.56152758133,0.58835546476,0.621749408983,0.603752759382,0.67758186398,0.640279394645,0.608638743455,0.569879518072
D013T01,0.745639534884,0.781450577664,0.670264965653,0.86432748538,0.734793187348,0.689293427954,0.776315789474,0.622347949081,0.630234933606,0.687352245863,0.709161147903,0.788413098237,0.724097788126,0.683246073298,0.766265060241
D018T01,0.90261627907,0.844993581515,0.603532875368,0.763157894737,0.933090024331,0.93613082382,0.808612440191,0.628005657709,0.867211440245,0.723995271868,0.724061810155,0.841939546599,0.8358556461,0.794502617801,0.85421686747
D019T01,0.912790697674,0.888318356868,0.56624141315,0.773684210526,0.913625304136,0.950941067572,0.851674641148,0.659123055163,0.906026557712,0.760047281324,0.740618101545,0.860831234257,0.864959254948,0.828534031414,0.874698795181
D020T01,0.877906976744,0.866816431322,0.576054955839,0.824561403509,0.855231143552,0.889231718605,0.864832535885,0.698727015559,0.836567926456,0.79609929078,0.758830022075,0.854534005038,0.853317811409,0.824607329843,0.879518072289
D020T02,0.531976744186,0.502246469833,0.53091265947,0.523976608187,0.562652068127,0.548287565566,0.563397129187,0.818953323904,0.640449438202,0.556737588652,0.542494481236,0.51637279597,0.755529685681,0.701570680628,0.78313253012
D021T01,0.843023255814,0.769576379974,0.49558390579,0.692397660819,0.858272506083,0.85251465597,0.803827751196,0.66053748232,0.945863125638,0.762411347518,0.715231788079,0.813602015113,0.784633294529,0.810209424084,0.855421686747
D022T01,0.764534883721,0.773106546855,0.614327772326,0.829824561404,0.76703163017,0.791730947239,0.83971291866,0.718528995757,0.753830439224,0.8268321513,0.760485651214,0.795340050378,0.80908032596,0.815445026178,0.819277108434
D027T01,0.726744186047,0.734916559692,0.603532875368,0.76783625731,0.816301703163,0.688059240975,0.807416267943,0.657708628006,0.733401430031,0.770685579196,0.80353200883,0.820528967254,0.78812572759,0.825916230366,0.856626506024
D030T01,0.77761627907,0.836970474968,0.593719332679,0.836257309942,0.786496350365,0.744214748534,0.820574162679,0.678925035361,0.796731358529,0.79609929078,0.757174392936,0.882241813602,0.852153667055,0.806282722513,0.846987951807
D046T01,0.832848837209,0.791720154044,0.635917566241,0.782456140351,0.818126520681,0.866090712743,0.820574162679,0.7171145686,0.832482124617,0.72695035461,0.687086092715,0.769521410579,0.901047729919,0.871727748691,0.903614457831
D054T01,0.78488372093,0.768613607189,0.615309126595,0.725730994152,0.857664233577,0.827522369639,0.747607655502,0.697312588402,0.802860061287,0.717494089835,0.703090507726,0.797229219144,0.871944121071,0.901832460733,0.902409638554
D055T01,0.780523255814,0.709242618742,0.620215897939,0.761403508772,0.816909975669,0.798518975625,0.742822966507,0.701555869873,0.792645556691,0.691489361702,0.653421633554,0.712846347607,0.876600698487,0.819371727749,0.932530120482
