# Accuracy of classifier for cell line (ROW) applied to validation data for cell line (COL) if trained only on Actin with variable thresholds based on ROC optimization
CLASSIFIER_DATA,D004T01,D007T01,D010T01,D013T01,D018T01,D019T01,D020T01,D020T02,D021T01,D022T01,D027T01,D030T01,D046T01,D054T01,D055T01
D004T01,0.928779069767,0.826700898588,0.54857703631,0.76432748538,0.786496350365,0.848503548288,0.840909090909,0.792079207921,0.806945863126,0.786643026005,0.716335540839,0.860201511335,0.894062863795,0.858638743455,0.887951807229
D007T01,0.822674418605,0.942875481386,0.638861629048,0.789473684211,0.778588807786,0.808392471459,0.677033492823,0.538896746818,0.684371807967,0.670212765957,0.622516556291,0.731738035264,0.831199068685,0.670157068063,0.781927710843
D010T01,0.600290697674,0.609435173299,0.819430814524,0.577777777778,0.598540145985,0.572971305153,0.598086124402,0.721357850071,0.573033707865,0.573286052009,0.581125827815,0.620277078086,0.614668218859,0.688481675393,0.602409638554
D013T01,0.776162790698,0.83729139923,0.646712463199,0.887134502924,0.690389294404,0.705029311941,0.705741626794,0.743988684583,0.658835546476,0.704491725768,0.725717439294,0.764483627204,0.663562281723,0.722513089005,0.656626506024
D018T01,0.81976744186,0.779204107831,0.552502453386,0.718128654971,0.888077858881,0.82505399568,0.741626794258,0.579915134371,0.770173646578,0.676713947991,0.640728476821,0.806675062972,0.820721769499,0.706806282723,0.809638554217
D019T01,0.885174418605,0.847881899872,0.642787046124,0.756140350877,0.760948905109,0.873187287874,0.824162679426,0.792079207921,0.785495403473,0.784278959811,0.751655629139,0.846977329975,0.859138533178,0.823298429319,0.848192771084
D020T01,0.693313953488,0.535301668806,0.564278704612,0.720467836257,0.565085158151,0.610922554767,0.895933014354,0.799151343706,0.850868232891,0.798463356974,0.753863134658,0.877204030227,0.701979045402,0.82722513089,0.731325301205
D020T02,0.640988372093,0.504492939666,0.70755642787,0.561403508772,0.516423357664,0.55877815489,0.77033492823,0.869872701556,0.707865168539,0.703309692671,0.654525386313,0.760075566751,0.718277066356,0.849476439791,0.715662650602
D021T01,0.744186046512,0.613286264442,0.58390578999,0.635087719298,0.740875912409,0.702252391237,0.886363636364,0.84441301273,0.975485188968,0.754728132388,0.69646799117,0.85201511335,0.697322467986,0.803664921466,0.742168674699
D022T01,0.713662790698,0.630295250321,0.607458292444,0.715204678363,0.583333333333,0.721073742672,0.831339712919,0.807637906648,0.76506639428,0.830969267139,0.7146799117,0.802896725441,0.764842840512,0.837696335079,0.746987951807
D027T01,0.677325581395,0.60622593068,0.639842983317,0.716374269006,0.535888077859,0.556309780932,0.794258373206,0.783592644979,0.700715015322,0.71926713948,0.809602649007,0.78274559194,0.622817229336,0.740837696335,0.607228915663
D030T01,0.702034883721,0.565789473684,0.63689892051,0.734502923977,0.591849148418,0.619870410367,0.864832535885,0.83026874116,0.856996935649,0.775413711584,0.754966887417,0.909949622166,0.747380675204,0.856020942408,0.778313253012
D046T01,0.890988372093,0.828305519897,0.607458292444,0.76783625731,0.810827250608,0.846343721074,0.834928229665,0.786421499293,0.787538304392,0.774822695035,0.746136865342,0.842569269521,0.935972060536,0.874345549738,0.914457831325
D054T01,0.821220930233,0.778241335045,0.677134445535,0.705847953216,0.69403892944,0.78031471768,0.852870813397,0.818953323904,0.783452502554,0.778959810875,0.742825607064,0.836272040302,0.881257275902,0.948952879581,0.810843373494
D055T01,0.883720930233,0.799101412067,0.553483807655,0.759649122807,0.80900243309,0.830916383832,0.821770334928,0.789250353607,0.816138917263,0.751773049645,0.661699779249,0.853274559194,0.892898719441,0.870418848168,0.922891566265
