# Accuracy of classifier for cell line (ROW) applied to validation data for cell line (COL) if trained only on Actin
CLASSIFIER_DATA,D004T01,D007T01,D010T01,D013T01,D018T01,D019T01,D020T01,D020T02,D021T01,D022T01,D027T01,D030T01,D046T01,D054T01,D055T01
D004T01,0.924418604651,0.818677792041,0.515210991168,0.753801169591,0.699513381995,0.838012958963,0.815789473684,0.77369165488,0.795709908069,0.732860520095,0.58885209713,0.830604534005,0.882421420256,0.787958115183,0.863855421687
D007T01,0.619186046512,0.939666238768,0.629048086359,0.773684210526,0.551703163017,0.639617402036,0.5,0.473833097595,0.505617977528,0.511229314421,0.520971302428,0.489294710327,0.655413271246,0.527486910995,0.536144578313
D010T01,0.529069767442,0.581835686778,0.824337585868,0.514035087719,0.577858880779,0.515581610614,0.504784688995,0.642149929279,0.582226762002,0.488179669031,0.575055187638,0.576196473552,0.547147846333,0.585078534031,0.450602409639
D013T01,0.678779069767,0.84242618742,0.585868498528,0.887719298246,0.592457420925,0.665535328602,0.555023923445,0.574257425743,0.594484167518,0.550827423168,0.60761589404,0.545340050378,0.649592549476,0.608638743455,0.581927710843
D018T01,0.671511627907,0.541399229782,0.514229636899,0.700584795322,0.88503649635,0.769515581611,0.58014354067,0.489391796322,0.70582226762,0.552009456265,0.520971302428,0.60201511335,0.745052386496,0.561518324607,0.698795180723
D019T01,0.796511627907,0.797817715019,0.582924435721,0.739766081871,0.63503649635,0.870410367171,0.794258373206,0.586987270156,0.754851889683,0.747044917258,0.596578366446,0.780226700252,0.811408614668,0.69109947644,0.786746987952
D020T01,0.693313953488,0.487163029525,0.487733071639,0.529239766082,0.52798053528,0.614008022215,0.905502392344,0.746817538897,0.855975485189,0.787825059102,0.664459161148,0.86838790932,0.681024447031,0.773560209424,0.719277108434
D020T02,0.639534883721,0.490693196406,0.677134445535,0.548538011696,0.468369829684,0.55044739278,0.790669856459,0.868458274399,0.719101123596,0.693262411348,0.615894039735,0.771410579345,0.732246798603,0.832460732984,0.709638554217
D021T01,0.693313953488,0.495186136072,0.540726202159,0.487134502924,0.542579075426,0.58685590867,0.845693779904,0.748231966054,0.97037793667,0.684988179669,0.593818984547,0.816120906801,0.672875436554,0.735602094241,0.71686746988
D022T01,0.707848837209,0.605584082157,0.599607458292,0.684210526316,0.545620437956,0.68836778772,0.832535885167,0.80198019802,0.755873340143,0.833333333333,0.689293598234,0.815491183879,0.781140861467,0.821989528796,0.733734939759
D027T01,0.649709302326,0.556803594352,0.595682041217,0.66081871345,0.468369829684,0.530391854366,0.787081339713,0.78783592645,0.698672114402,0.722222222222,0.812362030905,0.794710327456,0.610011641444,0.769633507853,0.58313253012
D030T01,0.703488372093,0.50513478819,0.520117762512,0.594152046784,0.545620437956,0.595186670781,0.876794258373,0.823196605375,0.841675178754,0.781323877069,0.653973509934,0.916876574307,0.717112922002,0.814136125654,0.761445783133
D046T01,0.866279069767,0.813543003851,0.511285574092,0.746198830409,0.760340632603,0.810552298673,0.733253588517,0.524752475248,0.67620020429,0.629432624113,0.524834437086,0.684508816121,0.933643771828,0.685863874346,0.913253012048
D054T01,0.780523255814,0.766367137356,0.546614327772,0.574269005848,0.687347931873,0.736192533169,0.8504784689,0.807637906648,0.762002042901,0.768912529551,0.705298013245,0.840680100756,0.887077997672,0.946335078534,0.815662650602
D055T01,0.835755813953,0.702824133504,0.465161923454,0.69298245614,0.802311435523,0.800370256094,0.662679425837,0.513437057992,0.76506639428,0.579787234043,0.544701986755,0.642317380353,0.881257275902,0.676701570681,0.928915662651
