# Accuracy of classifier for cell line (ROW) applied to validation data for cell line (COL) if trained only on Actin_DAPI
CLASSIFIER_DATA,D004T01,D007T01,D010T01,D013T01,D018T01,D019T01,D020T01,D020T02,D021T01,D022T01,D027T01,D030T01,D046T01,D054T01,D055T01
D004T01,0.970930232558,0.853337612323,0.523061825319,0.762573099415,0.845498783455,0.933970996606,0.825358851675,0.557284299859,0.808988764045,0.812056737589,0.706401766004,0.847607052897,0.928987194412,0.743455497382,0.919277108434
D007T01,0.792151162791,0.948331193838,0.569185475957,0.782456140351,0.720802919708,0.799136069114,0.556220095694,0.503536067893,0.598569969356,0.601063829787,0.619205298013,0.629722921914,0.775320139697,0.621727748691,0.695180722892
D010T01,0.779069767442,0.676187419769,0.937193326791,0.673684210526,0.708637469586,0.687133600741,0.721291866029,0.743988684583,0.760980592441,0.71926713948,0.704746136865,0.718513853904,0.833527357392,0.780104712042,0.821686746988
D013T01,0.800872093023,0.819640564827,0.686947988224,0.93918128655,0.781630170316,0.795124961432,0.588516746411,0.594059405941,0.594484167518,0.629432624113,0.670529801325,0.606423173804,0.705471478463,0.701570680628,0.740963855422
D018T01,0.780523255814,0.663350449294,0.518155053974,0.718713450292,0.942822384428,0.858994137612,0.718899521531,0.548797736917,0.754851889683,0.752955082742,0.640728476821,0.80919395466,0.783469150175,0.689790575916,0.84578313253
D019T01,0.94476744186,0.859114249037,0.489695780177,0.711111111111,0.833333333333,0.980253008331,0.886363636364,0.530410183876,0.85188968335,0.818557919622,0.699227373068,0.85516372796,0.850989522701,0.688481675393,0.793975903614
D020T01,0.723837209302,0.571245186136,0.55740922473,0.607602339181,0.61800486618,0.693921629127,0.943779904306,0.776520509194,0.91113381001,0.799054373522,0.73178807947,0.86523929471,0.739231664726,0.761780104712,0.757831325301
D020T02,0.838662790698,0.747432605905,0.674190382728,0.56432748538,0.661800486618,0.785251465597,0.814593301435,0.970297029703,0.871297242084,0.728132387707,0.668874172185,0.845717884131,0.878928987194,0.914921465969,0.885542168675
D021T01,0.702034883721,0.528883183569,0.492639842983,0.5,0.594890510949,0.613390928726,0.836124401914,0.572842998586,0.984678243105,0.693853427896,0.62582781457,0.753778337531,0.635622817229,0.664921465969,0.648192771084
D022T01,0.857558139535,0.712772785623,0.58390578999,0.744444444444,0.807785888078,0.860536871336,0.907894736842,0.755304101839,0.776302349336,0.923758865248,0.799668874172,0.931360201511,0.795110593714,0.852094240838,0.839759036145
D027T01,0.747093023256,0.678754813864,0.747791952895,0.784795321637,0.757299270073,0.735883986424,0.894736842105,0.840169731259,0.866189989785,0.833924349882,0.92880794702,0.926952141058,0.727590221187,0.849476439791,0.787951807229
D030T01,0.93023255814,0.814826700899,0.559371933268,0.731578947368,0.805352798054,0.904659055847,0.925837320574,0.714285714286,0.918283963228,0.83865248227,0.793598233996,0.977959697733,0.864959254948,0.876963350785,0.915662650602
D046T01,0.872093023256,0.753530166881,0.475956820412,0.733918128655,0.765815085158,0.773835236038,0.730861244019,0.534653465347,0.890704800817,0.618203309693,0.578366445916,0.719143576826,0.965075669383,0.760471204188,0.966265060241
D054T01,0.877906976744,0.710847240051,0.622178606477,0.69298245614,0.787104622871,0.811786485653,0.88038277512,0.83026874116,0.843718079673,0.820330969267,0.682671081678,0.903022670025,0.953434225844,0.973821989529,0.957831325301
D055T01,0.936046511628,0.808408215661,0.508341511286,0.740350877193,0.822384428224,0.87102746066,0.807416267943,0.595473833098,0.847803881512,0.744089834515,0.630242825607,0.809823677582,0.940628637951,0.80890052356,0.981927710843
