,AUC_Mean,AUC_Std,Distance,PValue
Linifanib (ABT-869),0.64062083642192,0.07153345241674189,3.544269999650191,0.008991008991008992
Y-27632 2HCl,0.670442938383087,0.047873170819059306,2.620648641442112,0.000999000999000999
Cediranib (AZD2171),0.7430243960399409,0.07362755063781376,5.566004665120386,0.000999000999000999
Avagacestat (BMS-708163),0.6177554101632973,0.05496005670400912,1.892053420881183,0.000999000999000999
Motesanib Diphosphate (AMG-706),0.7040810897871068,0.08965854412233988,3.09836475486203,0.000999000999000999
TWS119,0.5861242480360336,0.030393253887849567,0.9959753747269945,0.001998001998001998
Sunitinib Malate,0.7796309198197744,0.06355018475791563,4.143139737194047,0.000999000999000999
AZ 960,0.6425787752195806,0.06305927662645247,2.993027442900455,0.000999000999000999
SL-327,0.7867194440190508,0.05839760611518395,4.028206622396661,0.000999000999000999
MK-0752,0.5980485608000985,0.05073991853725695,2.0991023800663906,0.001998001998001998
SU11274,0.7015356774288662,0.0701429329956058,2.678884034352467,0.000999000999000999
CHIR-98014,0.9475752679506128,0.013652810179994495,13.447416622393796,0.000999000999000999
Vatalanib (PTK787) 2HCl,0.6552039037183965,0.06794536801676117,1.7845335793762909,0.000999000999000999
WHI-P154,0.5610614502601348,0.035392254668994205,0.7618556289074917,0.022977022977022976
Foretinib (GSK1363089),0.8822761618349853,0.04196334625977519,12.260231509414803,0.000999000999000999
IWR-1-endo,0.6086475075399903,0.06541931139254711,3.3226461291390823,0.003996003996003996
AT9283,0.9761153697542218,0.008579006039401822,14.745202790359475,0.000999000999000999
BIO,0.7512779767699638,0.02233270412594156,3.763131930439676,0.000999000999000999
Lenvatinib (E7080),0.6416104712029045,0.05454809967494157,2.0110717029445895,0.003996003996003996
K02288,0.5647307908946909,0.053558330804772326,0.7702642995212426,0.18081918081918083
WZ8040,0.6815127445135858,0.05154553110897645,3.4617901922894507,0.000999000999000999
Filgotinib (GLPG0634),0.5546871875950087,0.02480001888712185,0.759755761259278,0.060939060939060936
DMSO,0.5050595360866046,0.0027656636652829145,0.0,0.42357642357642356
AG-1024,0.7930883112914067,0.044445455103983594,4.718455662450578,0.000999000999000999
GNF-5,0.6465190404770589,0.03650866724854292,1.3789588686944658,0.000999000999000999
BX-912,0.9350649598304059,0.033808871809339516,12.569571360676296,0.000999000999000999
Aurora A Inhibitor I,0.6247536611526028,0.11603062088834215,2.181660799604998,0.007992007992007992
VX-11e,0.9288401016440135,0.03860204591134921,10.006679641544315,0.000999000999000999
Pimasertib (AS-703026),0.962500069709837,0.01610772804484117,8.315680760050439,0.000999000999000999
Quizartinib (AC220),0.8400638424324868,0.06533636252468206,4.4845904806043135,0.000999000999000999
LJI308,0.5926219273770257,0.087420303820609,1.840626026144745,0.14885114885114886
PHT-427,0.755959684720339,0.0789379844458976,2.7993536041090428,0.000999000999000999
BIRB 796 (Doramapimod),0.5944234009996225,0.06900491429953058,2.104381737042787,0.0999000999000999
VE-821,0.6790923995929157,0.09860941281693443,1.7038811863801677,0.000999000999000999
AZD8330,0.9251030757269353,0.02550117987382826,7.509613956085276,0.000999000999000999
GSK461364,0.8879178910471479,0.06550003437589408,9.314720694993369,0.000999000999000999
BMS-582949,0.6566915413938854,0.08222645193160655,1.550865154096267,0.000999000999000999
Mubritinib (TAK 165),0.9333365490724678,0.04222738654157193,6.292002935151927,0.000999000999000999
Volasertib (BI 6727),0.6978441428525558,0.03512162248668039,2.0020938577689855,0.000999000999000999
Axitinib,0.6444935232674305,0.049206381241906995,2.283016606777873,0.001998001998001998
Enzastaurin (LY317615),0.8502596529383316,0.0240697308204409,9.558263767641922,0.000999000999000999
"Dovitinib (TKI-258, CHIR-258)",0.7622079907846989,0.06702726378395563,3.7763897488702076,0.000999000999000999
Ruxolitinib (INCB018424),0.6731556251080978,0.040301550349194616,1.6692578739655526,0.000999000999000999
Nilotinib (AMN-107),0.6186709550078106,0.07522006065225527,1.748886351461785,0.017982017982017984
Semagacestat (LY450139),0.630026936948439,0.04190035483246411,1.717509932765718,0.000999000999000999
"Temsirolimus (CCI-779, NSC 683864)",0.7506938509093576,0.053484790403028726,3.54928151805653,0.000999000999000999
DAPT (GSI-IX),0.6442547244103206,0.05939715316047548,1.5721219535927105,0.000999000999000999
Crizotinib (PF-02341066),0.9727887610536479,0.014726491363292307,14.573419074718275,0.000999000999000999
ICG-001,0.6556453576844199,0.06270234887737783,1.7366544318417418,0.000999000999000999
Brivanib (BMS-540215),0.565629018197668,0.04508562766558158,1.9829724262999087,0.46253746253746253
GW788388,0.642982195284002,0.035900009805826735,1.4018897028779245,0.000999000999000999
U0126-EtOH,0.7400447144737425,0.08505269421666516,3.9116135259495026,0.000999000999000999
S-Ruxolitinib (INCB018424),0.5427842522013521,0.03710881355142052,1.2363912809432551,0.4405594405594406
GSK690693,0.8566615067263564,0.040238430738234604,4.800837890272045,0.000999000999000999
SANT-1,0.5582689915398686,0.04053519271473224,1.2797518591185286,0.18981018981018982
Brivanib Alaninate (BMS-582664),0.62889813588963,0.08396418261461273,1.554443297834528,0.006993006993006993
Ro 31-8220 Mesylate,0.963497210813457,0.012587765044647939,12.058251053425828,0.000999000999000999
CP-724714,0.6016104808448158,0.07318809497345558,2.083297351302485,0.029970029970029972
AR-A014418,0.7113057158876184,0.05090146000735207,2.3585548734269186,0.000999000999000999
ENMD-2076,0.9533920814566181,0.025617880236338982,13.330083327144624,0.000999000999000999
STA-21,0.5913265695173544,0.05835224849928736,0.8790223080176729,0.000999000999000999
Amuvatinib (MP-470),0.7443550029395478,0.06292409138752014,2.6579492785001393,0.000999000999000999
GNE-7915,0.6546090068164516,0.08141218932412514,2.717482172053871,0.000999000999000999
Genistein,0.6937060507697236,0.05258524625835892,2.002017123264313,0.000999000999000999
PHA-680632,0.8834312720988249,0.060385269167006,7.3429344196096515,0.000999000999000999
FIIN-2,0.8005189959301904,0.056989247960494524,5.921185493186687,0.000999000999000999
HMN-214,0.9603218428684632,0.020093819476628756,16.085163927058986,0.000999000999000999
Hesperadin,0.9354849671622751,0.04830093660334012,12.009852760541477,0.000999000999000999
ONO-4059,0.7716187916265789,0.04821013590104591,3.0966394815712603,0.000999000999000999
KRN 633,0.6507303485422593,0.0762186756538882,2.0664684184698414,0.000999000999000999
Tie2 kinase inhibitor,0.6526368979422849,0.08903970973727784,2.9239522704028524,0.000999000999000999
AG-18,0.6103917020914645,0.09253629734134584,2.5668664433970223,0.02097902097902098
KW-2449,0.9534141731889505,0.03554876186719552,10.054044104797148,0.000999000999000999
R406,0.6303730406646344,0.08324842678128051,2.5203395428827493,0.004995004995004995
AMG 337,0.5847581666022279,0.07764513509269684,3.2503368587110417,0.25374625374625376
PP242,0.9541833560701249,0.03649824949948368,8.569589198837987,0.000999000999000999
