,AUC_Mean,AUC_Std,Distance
Linifanib (ABT-869),0.6761106008190417,0.041817025579844395,3.544269999650191
Y-27632 2HCl,0.66198412480985,0.038272193190360494,2.620648641442112
Cediranib (AZD2171),0.8082675783329641,0.030028802511971455,5.566004665120386
Avagacestat (BMS-708163),0.6489405679598113,0.028911144371560855,1.892053420881183
Motesanib Diphosphate (AMG-706),0.677960859455666,0.035870488445483954,3.09836475486203
TWS119,0.564976330857035,0.0509915823149596,0.9959753747269945
Sunitinib Malate,0.8091900403320629,0.06266010325044721,4.143139737194047
AZ 960,0.6329295914813139,0.04604065316155368,2.993027442900455
SL-327,0.7775481956801504,0.05094755106389412,4.028206622396661
MK-0752,0.5865424819829751,0.045270509404073025,2.0991023800663906
SU11274,0.6510524761169392,0.07692998540093945,2.678884034352467
CHIR-98014,0.9333185473797941,0.012864630057611995,13.447416622393796
Vatalanib (PTK787) 2HCl,0.6066684566949418,0.06389912498834804,1.7845335793762909
WHI-P154,0.5512312501680661,0.03594499402503878,0.7618556289074917
Foretinib (GSK1363089),0.856338127079552,0.022566500734209613,12.260231509414803
IWR-1-endo,0.6004670728733579,0.06319959104806327,3.3226461291390823
AT9283,0.9783023552382163,0.007454116775487279,14.745202790359475
BIO,0.7278800245680757,0.033583969348492476,3.763131930439676
Lenvatinib (E7080),0.562292293074674,0.055143374347198904,2.0110717029445895
K02288,0.5551141900708474,0.0317430072293145,0.7702642995212426
WZ8040,0.7163371556455312,0.04874822825725585,3.4617901922894507
Filgotinib (GLPG0634),0.5429087597163488,0.02652310069505709,0.759755761259278
DMSO,0.5060075768056478,0.005199163057256717,0.0
AG-1024,0.8205548870973158,0.056594915331674385,4.718455662450578
GNF-5,0.6427588961450239,0.027091856746397625,1.3789588686944658
BX-912,0.9276830867067384,0.024495993734133012,12.569571360676296
Aurora A Inhibitor I,0.7186615392596711,0.04384498940887498,2.181660799604998
VX-11e,0.9238353612758953,0.02004239431015789,10.006679641544315
Pimasertib (AS-703026),0.9652216854934622,0.006465415287355632,8.315680760050439
Quizartinib (AC220),0.8042509031129439,0.06139264271436365,4.4845904806043135
LJI308,0.5929607524037613,0.07042232195317959,1.840626026144745
PHT-427,0.7997045621420363,0.0391950638614607,2.7993536041090428
BIRB 796 (Doramapimod),0.5653771085454158,0.02770578241900574,2.104381737042787
VE-821,0.6080875318097517,0.06681923328968764,1.7038811863801677
AZD8330,0.9293045820497718,0.025164852843769802,7.509613956085276
GSK461364,0.889936079201868,0.03628462362103601,9.314720694993369
BMS-582949,0.5924821238808329,0.08554220957908823,1.550865154096267
Mubritinib (TAK 165),0.917906941741563,0.0290074491421796,6.292002935151927
Volasertib (BI 6727),0.7059858046916703,0.03959810265954366,2.0020938577689855
Axitinib,0.6383610099940903,0.07239743420985081,2.283016606777873
Enzastaurin (LY317615),0.8385771882211956,0.013150564604915626,9.558263767641922
"Dovitinib (TKI-258, CHIR-258)",0.8055323081579477,0.06242706441158812,3.7763897488702076
Ruxolitinib (INCB018424),0.6594722214167273,0.04208548855818503,1.6692578739655526
Nilotinib (AMN-107),0.6686499105472524,0.05874084909779381,1.748886351461785
Semagacestat (LY450139),0.6318464359858899,0.01594390114704069,1.717509932765718
"Temsirolimus (CCI-779, NSC 683864)",0.7216617883922166,0.06058275773924949,3.54928151805653
DAPT (GSI-IX),0.6363729588305979,0.03711511028603498,1.5721219535927105
Crizotinib (PF-02341066),0.9718014750046056,0.010844859819256213,14.573419074718275
ICG-001,0.6530186689636096,0.023505629302604355,1.7366544318417418
Brivanib (BMS-540215),0.6379204918656398,0.0707113092771411,1.9829724262999087
GW788388,0.6386992749213624,0.06819547356606906,1.4018897028779245
U0126-EtOH,0.7762101565869053,0.039665378303619006,3.9116135259495026
