,AUC_Mean,AUC_Std,Distance,PValue
Linifanib (ABT-869),0.7086239180324319,0.046386706891151104,2.8783684018524065,0.000999000999000999
Y-27632 2HCl,0.5791850043912861,0.036659163133759595,2.0126971164225664,0.001998001998001998
Cediranib (AZD2171),0.7548182040018929,0.0597529306807949,4.947693489278841,0.000999000999000999
Avagacestat (BMS-708163),0.5977625501260789,0.0568581636409021,2.046815080500025,0.001998001998001998
Motesanib Diphosphate (AMG-706),0.7858113192890179,0.05194662560155553,5.580350694482213,0.000999000999000999
TWS119,0.5658046090690855,0.06216527029816229,1.8042617202059967,0.01998001998001998
Sunitinib Malate,0.7825184835137563,0.10040588563033875,3.8531195860303367,0.000999000999000999
AZ 960,0.7543334965134546,0.03123025547774025,6.564739815633689,0.000999000999000999
SL-327,0.7025157153959146,0.06345214230993075,3.6838100406324608,0.000999000999000999
MK-0752,0.6361057901327756,0.06084844465067847,1.8931862893077027,0.000999000999000999
SU11274,0.6787405438117362,0.08038668206137323,2.409948770892233,0.000999000999000999
CHIR-98014,0.8903734118310153,0.019148870576045852,9.44129327085436,0.000999000999000999
Vatalanib (PTK787) 2HCl,0.703075145398265,0.08763844685486102,3.715149635071273,0.000999000999000999
WHI-P154,0.5615153693019814,0.040647651759341645,1.8737397196678387,0.017982017982017984
Foretinib (GSK1363089),0.9098960720651897,0.0480128380466981,7.2745480441359955,0.000999000999000999
IWR-1-endo,0.6955483422258212,0.06156406976413801,4.867907146883232,0.000999000999000999
AT9283,0.9876688921054576,0.013010921421864415,13.750366879527798,0.000999000999000999
BIO,0.7897606969377164,0.032639777845225676,4.416339741968655,0.000999000999000999
Lenvatinib (E7080),0.733671161048596,0.05274091510916506,2.8464794750652547,0.000999000999000999
K02288,0.6024608551135182,0.03524137390420044,1.8411611978371507,0.000999000999000999
WZ8040,0.7927121652468665,0.03448726315594274,5.343221373159991,0.000999000999000999
Filgotinib (GLPG0634),0.6290413155727093,0.03790877146974594,2.025586037766273,0.000999000999000999
DMSO,0.5068361174651852,0.004305708574717716,0.0,0.04795204795204795
AG-1024,0.6912002932917203,0.0695838922067545,2.7067038255583022,0.000999000999000999
