,AUC_Mean,AUC_Std,Distance
Linifanib (ABT-869),0.7433039785669188,0.04389233489926055,2.8783684018524065
Y-27632 2HCl,0.5843787343824055,0.037532046654067105,2.0126971164225664
Cediranib (AZD2171),0.790034355231944,0.03521196427790883,4.947693489278841
Avagacestat (BMS-708163),0.6265828346295697,0.04690680623771755,2.046815080500025
Motesanib Diphosphate (AMG-706),0.771987706325876,0.03736692309487958,5.580350694482213
TWS119,0.5798143823167708,0.03626461460448877,1.8042617202059967
Sunitinib Malate,0.7781318133475492,0.07066778150741686,3.8531195860303367
AZ 960,0.7602778120588803,0.04291485854743189,6.564739815633689
SL-327,0.653354778358557,0.04560807993789704,3.6838100406324608
MK-0752,0.6425122995179833,0.05844600891927659,1.8931862893077027
SU11274,0.6393071927426959,0.077854210611938,2.409948770892233
CHIR-98014,0.9040223639041853,0.019831364360535984,9.44129327085436
Vatalanib (PTK787) 2HCl,0.6987462130150504,0.052638972243020415,3.715149635071273
WHI-P154,0.5858399451001242,0.036913295657946564,1.8737397196678387
Foretinib (GSK1363089),0.9152753462076572,0.050083035596058506,7.2745480441359955
IWR-1-endo,0.6867449641058758,0.05061659673124878,4.867907146883232
AT9283,0.9951534929400412,0.006255177065297877,13.750366879527798
BIO,0.7883707672084193,0.03368846897059976,4.416339741968655
Lenvatinib (E7080),0.6652276430686855,0.04965249270885556,2.8464794750652547
K02288,0.6467338938763633,0.025142005649894397,1.8411611978371507
WZ8040,0.791998679289587,0.07474288043163636,5.343221373159991
Filgotinib (GLPG0634),0.6230579381752106,0.023951488887602543,2.025586037766273
DMSO,0.5069716681794332,0.00431012289297767,0.0
AG-1024,0.7130806548446132,0.021961379568404677,2.7067038255583022
GNF-5,0.6309145067479516,0.027954016456283606,1.9036983739339923
BX-912,0.8604401955713451,0.048641611867564244,6.815951676232387
Aurora A Inhibitor I,0.8475127409549804,0.04724777546806645,8.45017762246901
VX-11e,0.8284090027326757,0.05352170007364724,5.393080876259549
Pimasertib (AS-703026),0.9517194452221667,0.033732229449281274,9.265045880867245
Quizartinib (AC220),0.8674332772315912,0.06199695852054071,7.070900021093208
LJI308,0.6524522940141384,0.05702758950433192,2.39927037235111
PHT-427,0.7185076393517436,0.0626271072672536,5.9216458057196295
BIRB 796 (Doramapimod),0.6839658864436214,0.0687938701876896,3.0202888266304724
VE-821,0.6835495337273836,0.06797530390277189,3.185724668750985
AZD8330,0.9336391873249145,0.02750074772834112,6.164499875054089
