,AUC_Mean,AUC_Std,Distance,PValue
Linifanib (ABT-869),0.6725792957042958,0.12571282134425296,3.291166657076053,0.001998001998001998
Y-27632 2HCl,0.5547035345894826,0.07277625873081814,1.3275123321242548,0.1918081918081918
Cediranib (AZD2171),0.732169389670357,0.05112683951774098,5.4836620481589975,0.000999000999000999
Avagacestat (BMS-708163),0.5673454050817648,0.06506454541764572,1.6248699506825979,0.1958041958041958
Motesanib Diphosphate (AMG-706),0.5857313895255072,0.07240250680126714,2.513305102502308,0.5024975024975025
TWS119,0.5538278277179108,0.03638682963101511,0.926015667521769,0.2137862137862138
Sunitinib Malate,0.7607157956422663,0.0842281418209776,3.433572322348725,0.000999000999000999
AZ 960,0.5760278556321714,0.06887687109655251,1.181712883209786,0.016983016983016984
SL-327,0.6600113400960923,0.0700946858353014,2.8313465152332116,0.002997002997002997
MK-0752,0.6293012276168299,0.0382002938219985,2.1385778832156834,0.000999000999000999
SU11274,0.5875614391055567,0.11137474073602019,2.085495939397446,0.33766233766233766
CHIR-98014,0.8965680631017234,0.01906983839666119,7.785280432059323,0.000999000999000999
Vatalanib (PTK787) 2HCl,0.5667270009527653,0.06685749981004593,1.716560905776798,0.6463536463536463
WHI-P154,0.5367568867698587,0.03254132832575162,1.03156011182839,0.7342657342657343
Foretinib (GSK1363089),0.6832254124488106,0.057831469937318504,3.2627161341983295,0.000999000999000999
IWR-1-endo,0.6565901293313706,0.033598479266395816,1.5814780631388763,0.000999000999000999
AT9283,0.9321422535042861,0.015108306478913154,11.522406895626855,0.000999000999000999
BIO,0.6832311093303656,0.05277887917788856,2.0498319808261307,0.000999000999000999
Lenvatinib (E7080),0.6864316438348946,0.08399811476581626,2.4881327763162373,0.000999000999000999
K02288,0.54872989720837,0.055110059184445184,1.4734325339908638,0.5784215784215784
WZ8040,0.7479805028133202,0.04434128090376897,2.9496609235933664,0.000999000999000999
Filgotinib (GLPG0634),0.5980973491947921,0.04671896402112767,1.3439808353046838,0.001998001998001998
DMSO,0.5082532865090701,0.004092386759040439,0.0,0.04595404595404595
AG-1024,0.6696209178678219,0.089666585572938,2.152269803408864,0.000999000999000999
GNF-5,0.5783833976291962,0.0577988474007949,2.0562676085243123,0.00999000999000999
BX-912,0.8115004549973591,0.07533133570605262,5.724371767394262,0.000999000999000999
Aurora A Inhibitor I,0.68844471051824,0.08403486649012709,3.6359117669520162,0.000999000999000999
VX-11e,0.7929015524902253,0.07564010223836204,7.81603562174984,0.000999000999000999
Pimasertib (AS-703026),0.9223363695800767,0.02883868664339026,9.783520509663498,0.000999000999000999
Quizartinib (AC220),0.7433437369152631,0.043546837977071144,7.478793365820517,0.000999000999000999
LJI308,0.667307510735094,0.0944442781778064,2.980655013230361,0.000999000999000999
PHT-427,0.6273437042242673,0.09186354638135777,1.8539251371453467,0.016983016983016984
BIRB 796 (Doramapimod),0.6525086322203195,0.08813982440138252,2.6433532164778684,0.005994005994005994
VE-821,0.5879926030944316,0.06695557059965761,1.8904800951596632,0.27372627372627373
AZD8330,0.8640239368474664,0.04497164133032212,8.549234799897649,0.000999000999000999
GSK461364,0.9016360227954993,0.051712341555579557,13.119911587827689,0.000999000999000999
BMS-582949,0.583181381849145,0.08108737769599769,1.6325668208332442,0.4005994005994006
Mubritinib (TAK 165),0.8106782077884249,0.050600337822772914,5.61605513100057,0.000999000999000999
Volasertib (BI 6727),0.6647277710106657,0.06312064681657589,1.4690834902665617,0.000999000999000999
Axitinib,0.6240516357943313,0.10151546900474913,1.8999018166546549,0.01898101898101898
Enzastaurin (LY317615),0.7488799396112731,0.03893031868265756,4.316649658693316,0.000999000999000999
"Dovitinib (TKI-258, CHIR-258)",0.8636585752767516,0.036550923233325004,9.956738230873022,0.000999000999000999
Ruxolitinib (INCB018424),0.5716976262350074,0.05351086698209793,1.0885673913142795,0.024975024975024976
Nilotinib (AMN-107),0.7691572663447663,0.0902205804147602,4.317549514644521,0.000999000999000999
Semagacestat (LY450139),0.6244369558803399,0.059368798209133905,2.136037130723005,0.000999000999000999
"Temsirolimus (CCI-779, NSC 683864)",0.5685672975330484,0.058992778140519744,1.525401170453145,0.5384615384615384
DAPT (GSI-IX),0.6225186537589243,0.07541619536664791,1.5708874172631628,0.000999000999000999
Crizotinib (PF-02341066),0.9282123113056018,0.018265028921817656,12.713765532821757,0.000999000999000999
ICG-001,0.602486253642627,0.06811717747956574,0.9646942565275892,0.01098901098901099
Brivanib (BMS-540215),0.6691859243697478,0.11339058505242262,2.853413606687535,0.000999000999000999
GW788388,0.6136966014834574,0.06200579013002582,1.9230178195343777,0.001998001998001998
U0126-EtOH,0.7944399392180713,0.07194292422355367,3.5178277365950352,0.000999000999000999
S-Ruxolitinib (INCB018424),0.6093669921093002,0.056782339497355505,2.22552092619984,0.000999000999000999
GSK690693,0.7404245917481211,0.11057695916964366,2.5263144435392535,0.000999000999000999
SANT-1,0.5572763148395318,0.0452892433734201,1.462318980499542,0.3856143856143856
Brivanib Alaninate (BMS-582664),0.6177189320827092,0.09900424123166257,1.9455175057873562,0.061938061938061936
Ro 31-8220 Mesylate,0.8432479673249679,0.032104674686291225,4.541442984561612,0.000999000999000999
CP-724714,0.5902210636048678,0.10013795952190722,2.315848203872047,0.28471528471528473
