,AUC_Mean,AUC_Std,Distance
Linifanib (ABT-869),0.6605471347238754,0.07059549649579408,3.291166657076053
Y-27632 2HCl,0.5305888658814863,0.03513246674834241,1.3275123321242548
Cediranib (AZD2171),0.7421341604155298,0.052057321485334346,5.4836620481589975
Avagacestat (BMS-708163),0.5506591954754689,0.05314072665105357,1.6248699506825979
Motesanib Diphosphate (AMG-706),0.6549549044725357,0.06083849409009584,2.513305102502308
TWS119,0.570842389847478,0.031953780265321335,0.926015667521769
Sunitinib Malate,0.7047853975499374,0.08514203340138864,3.433572322348725
AZ 960,0.565729256234776,0.043564402089294275,1.181712883209786
SL-327,0.650586405598638,0.08037198830254691,2.8313465152332116
MK-0752,0.6124853886557813,0.04333169147922831,2.1385778832156834
SU11274,0.6070601327560844,0.0656141214728844,2.085495939397446
CHIR-98014,0.8814413558777655,0.01973000363556178,7.785280432059323
Vatalanib (PTK787) 2HCl,0.5735671256314612,0.03187732339150922,1.716560905776798
WHI-P154,0.5443374098000225,0.03795495498527248,1.03156011182839
Foretinib (GSK1363089),0.6595346480020722,0.07579857165738368,3.2627161341983295
IWR-1-endo,0.6300811949142898,0.05833630415550426,1.5814780631388763
AT9283,0.9294158623810878,0.01039906643440361,11.522406895626855
BIO,0.6892805250351035,0.020367620206072315,2.0498319808261307
Lenvatinib (E7080),0.5945822336384996,0.04757829634334977,2.4881327763162373
K02288,0.5849500821424761,0.057815322507789604,1.4734325339908638
WZ8040,0.730249618605343,0.050472109181507734,2.9496609235933664
Filgotinib (GLPG0634),0.5645367568498738,0.02533796236549643,1.3439808353046838
DMSO,0.5060104994692175,0.0034716196425310544,0.0
AG-1024,0.6468690665360914,0.020963376253067833,2.152269803408864
GNF-5,0.6296123176372028,0.03226459515396349,2.0562676085243123
BX-912,0.801083587865674,0.04590237023518381,5.724371767394262
Aurora A Inhibitor I,0.6922718331496203,0.060280938431523656,3.6359117669520162
VX-11e,0.8612540713027256,0.026156400529716416,7.81603562174984
Pimasertib (AS-703026),0.9296911022579317,0.029146259010159416,9.783520509663498
Quizartinib (AC220),0.8075614515489304,0.057077109605028035,7.478793365820517
LJI308,0.6326772544219337,0.06510140986634427,2.980655013230361
PHT-427,0.5849540392379771,0.04610698600068439,1.8539251371453467
BIRB 796 (Doramapimod),0.5582414046621904,0.043740929281886304,2.6433532164778684
VE-821,0.6314163941619754,0.03401515659102258,1.8904800951596632
AZD8330,0.9138851968023591,0.023567832685398058,8.549234799897649
GSK461364,0.9318502244927682,0.02243461310469515,13.119911587827689
BMS-582949,0.5579188241189401,0.06133735159907045,1.6325668208332442
Mubritinib (TAK 165),0.8465853690699741,0.03882103472049355,5.61605513100057
Volasertib (BI 6727),0.6101222315863101,0.06658223700282732,1.4690834902665617
Axitinib,0.6123551603501305,0.05379233799000088,1.8999018166546549
Enzastaurin (LY317615),0.710486918694361,0.038525492720714975,4.316649658693316
"Dovitinib (TKI-258, CHIR-258)",0.8617676011124553,0.034732957516417876,9.956738230873022
Ruxolitinib (INCB018424),0.6185164366369463,0.026671508832583957,1.0885673913142795
Nilotinib (AMN-107),0.649331258709435,0.0731683079885226,4.317549514644521
Semagacestat (LY450139),0.5874357111248787,0.05251505031238813,2.136037130723005
"Temsirolimus (CCI-779, NSC 683864)",0.6142790280208368,0.048402254631159575,1.525401170453145
DAPT (GSI-IX),0.6111907999927385,0.05220909941634227,1.5708874172631628
Crizotinib (PF-02341066),0.9288079754449292,0.03935651283538228,12.713765532821757
ICG-001,0.5702021847599912,0.03843615567842261,0.9646942565275892
Brivanib (BMS-540215),0.6376662488264794,0.03638943441849016,2.853413606687535
GW788388,0.547265696826645,0.02754394569950023,1.9230178195343777
U0126-EtOH,0.774968875587952,0.05438779249583634,3.5178277365950352
S-Ruxolitinib (INCB018424),0.5814499661004744,0.02937874883458777,2.22552092619984
GSK690693,0.7580399612686548,0.04046942631793192,2.5263144435392535
SANT-1,0.5278754272714291,0.034340449679138865,1.462318980499542
Brivanib Alaninate (BMS-582664),0.5570935461555926,0.058384906297132104,1.9455175057873562
Ro 31-8220 Mesylate,0.8231395026829252,0.029647410019926355,4.541442984561612
CP-724714,0.5618856464276377,0.047854743320069844,2.315848203872047
AR-A014418,0.5862960977054881,0.03898366710932104,1.7720679943988893
ENMD-2076,0.8443204137417448,0.03851295124484351,7.840840971835196
STA-21,0.537727257478979,0.014722283730427974,0.7876461445180829
Amuvatinib (MP-470),0.5816697777626161,0.05470275872608514,1.7425494077892516
GNE-7915,0.5789472074686743,0.0610981655953782,1.911063072307488
Genistein,0.6116868940699103,0.03789878354731046,1.7524430131373112
PHA-680632,0.7207303484575887,0.052205224986606624,5.053026532871043
FIIN-2,0.5549921811070935,0.05271540381185113,2.551542498521912
HMN-214,0.8486939450005426,0.05784583236159841,9.193570295889709
Hesperadin,0.9025130032684998,0.031144862381194554,7.015222012521301
ONO-4059,0.9099160256857545,0.04570543931178151,7.567780191171458
KRN 633,0.6451852775890108,0.0696505836409287,2.7913779126247076
Tie2 kinase inhibitor,0.6471452243001024,0.08387089278089407,2.2455490036293986
AG-18,0.5444308891280174,0.05468107453876871,1.6346938287178925
KW-2449,0.8994375665533253,0.05066243282576465,6.867964063509316
R406,0.6430873737812905,0.059295760894464894,3.451360270600311
AMG 337,0.5938705472761787,0.06346166679398033,2.3990518742908367
PP242,0.8251618124183533,0.05719026729039718,4.644466507635565
Palomid 529 (P529),0.5889119002129231,0.07280235982533048,1.7557114482173
Saracatinib (AZD0530),0.924054300305003,0.023425267865417827,10.72586021944876
SB431542,0.5480364806865164,0.03053836740339455,0.9232155919875114
PD184352 (CI-1040),0.8232670946149436,0.033646937279173714,4.578116287518751
Thiazovivin,0.6680078406412635,0.033692353722959,2.190480562145185
NVP-AEW541,0.9879638731572747,0.011117738620720114,11.4795739736838
Theophylline,0.5102079476863932,0.030521847419623837,0.8782973049185862
"VX-680 (Tozasertib, MK-0457)",0.7354493561419109,0.04036430714114844,5.661966603606309
CYT387,0.6001732165394875,0.03321512977041812,1.8885915034537932
PHA-665752,0.6573840296629887,0.07228558535043036,3.097262328002802
NVP-BSK805 2HCl,0.5997207030067881,0.04842285875671542,1.8741383303112495
"Refametinib (RDEA119, Bay 86-9766)",0.9316290394841091,0.02182732586774028,8.166179826973934
PF-5274857,0.5874287873951702,0.033471667929945007,1.8975540594186238
ZM 447439,0.7357582368801939,0.03688855955219531,4.13171649860821
Pirfenidone,0.541150868278167,0.05104180737189068,1.1469004913403311
JNJ-38877605,0.5972659072424255,0.08326458019728594,2.4370527217136937
KY02111,0.5578015641814629,0.05212899016948264,1.7643001645071967
AG-490 (Tyrphostin B42),0.5686370917326146,0.032622648155694906,0.9997364429550383
GF109203X,0.6875522042880883,0.040762998562063606,1.9446531904593753
TGX-221,0.6179428670997742,0.0641537683835467,3.158300074318567
FH535,0.6518621226788218,0.038310779967170194,1.546588457466128
CUDC-101,0.9380492755670184,0.039542506877830015,10.99847552865648
ZM 39923 HCl,0.5813822031461086,0.04295922351353111,2.5573839658639885
