,AUC_Mean,AUC_Std,Distance,PValue
Linifanib (ABT-869),0.7985114286942847,0.08840071448232624,3.157911648500204,0.000999000999000999
Y-27632 2HCl,0.632761258492483,0.05326784895940336,1.6270851339002548,0.000999000999000999
Cediranib (AZD2171),0.6821353395059566,0.06641756837394312,3.256215161287762,0.000999000999000999
Avagacestat (BMS-708163),0.6115800273142481,0.03655183614199478,2.5928549113306874,0.000999000999000999
Motesanib Diphosphate (AMG-706),0.6771060947273762,0.10102382623787244,1.5928974702379133,0.000999000999000999
TWS119,0.6423466261789934,0.02136197642644805,2.3210646040448446,0.000999000999000999
Sunitinib Malate,0.7929312803622804,0.062022436455204194,2.823246126881418,0.000999000999000999
AZ 960,0.7404269258771158,0.021429376463533722,2.736634587762251,0.000999000999000999
SL-327,0.659014016653469,0.11486257551052932,1.8693881693532348,0.000999000999000999
MK-0752,0.7000169236455408,0.03767603768329578,3.101608374373563,0.000999000999000999
SU11274,0.7232094183280413,0.09437416861305029,2.3287521050652975,0.000999000999000999
CHIR-98014,0.936864320369172,0.013899421632509495,14.838244291461052,0.000999000999000999
Vatalanib (PTK787) 2HCl,0.6863903950396825,0.06062325208217047,1.6767757801249255,0.000999000999000999
WHI-P154,0.60852596898127,0.06429077725504348,0.929894214433007,0.000999000999000999
Foretinib (GSK1363089),0.7969247751817723,0.033070088889682256,4.257565136985415,0.000999000999000999
IWR-1-endo,0.7112519314446318,0.05342218189436705,4.669770022451001,0.000999000999000999
AT9283,0.9908460571968517,0.005090709191691698,28.60277996026312,0.000999000999000999
BIO,0.7198805376426133,0.03647954410101643,3.7684206723853717,0.000999000999000999
Lenvatinib (E7080),0.6549172651655489,0.08174328091915167,3.132855319761045,0.000999000999000999
K02288,0.7658016231650282,0.050943225279130026,2.1655185049757724,0.000999000999000999
WZ8040,0.6522287631507773,0.08182740324149576,1.655943901183817,0.001998001998001998
Filgotinib (GLPG0634),0.5891057696393989,0.025613088934878056,1.277072562590158,0.000999000999000999
DMSO,0.5050657273051665,0.0037320988852562595,0.0,0.22477522477522477
AG-1024,0.8404661685780106,0.03818677693967,4.972475995950756,0.000999000999000999
GNF-5,0.6943228773732508,0.045402343056837706,4.753578786760626,0.000999000999000999
BX-912,0.7868963059079841,0.05818977252734627,3.8182114260966764,0.000999000999000999
Aurora A Inhibitor I,0.5590758321723581,0.08904820073680024,1.5023926782677797,0.5294705294705294
VX-11e,0.7752708209370922,0.059335640001878256,3.8063783157151776,0.000999000999000999
Pimasertib (AS-703026),0.8932849820054409,0.04605611638828043,7.258626765542184,0.000999000999000999
Quizartinib (AC220),0.6142342985462155,0.12467428370179799,1.6152812784016832,0.014985014985014986
LJI308,0.60815583559524,0.05980801811712675,1.9506666465312124,0.012987012987012988
PHT-427,0.5771363101636532,0.05997929271317709,1.2445084405813187,0.22477522477522477
BIRB 796 (Doramapimod),0.6949414683296029,0.10080994218206454,2.6043052979551544,0.000999000999000999
VE-821,0.7087038607828212,0.07845299101891982,2.342932204915102,0.000999000999000999
AZD8330,0.949694095022668,0.020697845763709498,9.498874496839314,0.000999000999000999
GSK461364,0.9806222306889504,0.014102243460972172,27.026583244767743,0.000999000999000999
BMS-582949,0.6555001134558023,0.08161691999070189,3.3140104602176894,0.001998001998001998
Mubritinib (TAK 165),0.9273925393676945,0.036421982649102166,11.361173891909178,0.000999000999000999
Volasertib (BI 6727),0.648044243338361,0.09598200708707265,3.6938324488174605,0.000999000999000999
Axitinib,0.7006445763440114,0.09520288810771171,2.353573787438088,0.000999000999000999
Enzastaurin (LY317615),0.9003516601849977,0.024711679138340024,10.469864423188357,0.000999000999000999
"Dovitinib (TKI-258, CHIR-258)",0.7182046191911429,0.055100776138314884,2.606794791295649,0.000999000999000999
Ruxolitinib (INCB018424),0.5725832206945323,0.018694494361152898,0.8683666880743214,0.002997002997002997
Nilotinib (AMN-107),0.6643131072381447,0.09884340592303403,1.8736308387654588,0.000999000999000999
Semagacestat (LY450139),0.6075840844216336,0.03520492345341,1.8785333264531257,0.000999000999000999
"Temsirolimus (CCI-779, NSC 683864)",0.6817812339779501,0.049635576574343004,2.429171828149832,0.000999000999000999
DAPT (GSI-IX),0.6917092217864954,0.0469037948870706,2.9661546758725934,0.000999000999000999
Crizotinib (PF-02341066),0.849315262363325,0.04214657825413904,3.265044834548761,0.000999000999000999
ICG-001,0.6008125707218893,0.034346386315721546,1.5048968483588125,0.000999000999000999
Brivanib (BMS-540215),0.6841170154322328,0.0700938963977146,2.2627330677918023,0.000999000999000999
GW788388,0.5462869467786968,0.03655952098692139,0.9434466473894053,0.2647352647352647
U0126-EtOH,0.6618749929838464,0.10432260792552084,1.5209386825370543,0.000999000999000999
S-Ruxolitinib (INCB018424),0.5911922063416479,0.042869729962876794,1.0937795402308708,0.000999000999000999
GSK690693,0.6752075288366836,0.03773554399319763,1.5899315871714992,0.000999000999000999
SANT-1,0.6034297856271691,0.048747701573303985,2.159681993282563,0.000999000999000999
Brivanib Alaninate (BMS-582664),0.7301786879722648,0.08191638645616708,2.692181913857563,0.000999000999000999
Ro 31-8220 Mesylate,0.951328566408411,0.02970175278151065,12.563293366283125,0.000999000999000999
CP-724714,0.7790599167296793,0.07961778959824359,5.3338030452085485,0.000999000999000999
AR-A014418,0.8213511938675658,0.025070891436146023,4.540295767757095,0.000999000999000999
ENMD-2076,0.8795583332551684,0.04764114878711554,8.87123541238555,0.000999000999000999
STA-21,0.5619699564230244,0.04731446867142819,0.9037121966665298,0.029970029970029972
Amuvatinib (MP-470),0.6560411959242678,0.10841783397879483,2.0754671681919046,0.001998001998001998
GNE-7915,0.7603228165964225,0.06458204689642488,2.6195337756352295,0.000999000999000999
Genistein,0.6831576894043067,0.08868442731257803,2.4310724630309033,0.000999000999000999
PHA-680632,0.7326942676255668,0.15583696726437696,3.384980772359781,0.000999000999000999
FIIN-2,0.6571979553240221,0.06551353287470087,2.446516109251023,0.000999000999000999
HMN-214,0.9315189077678208,0.03135575833122037,8.630475946417437,0.000999000999000999
Hesperadin,0.746915098319679,0.06181042659535638,3.0785939997466545,0.000999000999000999
ONO-4059,0.8479463847543574,0.05618155620953713,4.133066485708426,0.000999000999000999
KRN 633,0.6170327820010316,0.08582836656585144,1.675051259051398,0.01098901098901099
Tie2 kinase inhibitor,0.6970355313575897,0.10010556881648093,2.3553021237209038,0.000999000999000999
AG-18,0.6762952584126363,0.13054238284722156,2.1906000331664144,0.000999000999000999
KW-2449,0.8896283763531416,0.06705291865822424,5.452754897415995,0.000999000999000999
R406,0.6378883771307886,0.08800917798967635,4.200121965786616,0.003996003996003996
AMG 337,0.6134253716369102,0.08140696249195095,5.399183534416748,0.15884115884115885
PP242,0.9038662949061089,0.03518272081994848,7.778127061783661,0.000999000999000999
Palomid 529 (P529),0.6878985075811701,0.09807909303176528,4.7170034851326985,0.000999000999000999
Saracatinib (AZD0530),0.924241269610615,0.02241656249944963,8.15806398515243,0.000999000999000999
SB431542,0.6718694838516565,0.04435894880936683,2.204100832472728,0.000999000999000999
PD184352 (CI-1040),0.8221474378803476,0.05146850469747204,3.1355813849387566,0.000999000999000999
Thiazovivin,0.7850709872968082,0.03492001557755159,2.4503126396541477,0.000999000999000999
NVP-AEW541,0.6651286629245716,0.044733770303222974,1.6129933589981726,0.000999000999000999
Theophylline,0.5473639798663487,0.03319361244182936,1.184966099358634,0.30569430569430567
"VX-680 (Tozasertib, MK-0457)",0.812027975957913,0.042998435476657854,3.5649496192013306,0.000999000999000999
CYT387,0.6599189196318374,0.033286310586290516,2.0314285406398125,0.000999000999000999
PHA-665752,0.742765649162152,0.057821603635804394,3.2006636878837553,0.000999000999000999
NVP-BSK805 2HCl,0.5518378943227418,0.056256429547958016,0.8392776115141138,0.029970029970029972
"Refametinib (RDEA119, Bay 86-9766)",0.8519035900426022,0.047398845242081794,4.170746888847426,0.000999000999000999
PF-5274857,0.5214613254202469,0.03499558738666287,1.326501948167972,0.9200799200799201
ZM 447439,0.5968040370044154,0.0582044291197889,1.9335095048351372,0.057942057942057944
Pirfenidone,0.6472143436307134,0.0374303374740129,2.7650455678020176,0.000999000999000999
JNJ-38877605,0.6376464021500702,0.10634525783411194,1.7499094282215752,0.002997002997002997
KY02111,0.5781895148045839,0.041715591064499895,1.3090230165351275,0.003996003996003996
AG-490 (Tyrphostin B42),0.5472867765627492,0.03404740683540171,1.3658912212881453,0.13986013986013987
