,AUC_Mean,AUC_Std,Distance
Linifanib (ABT-869),0.8168420189804169,0.07914593259937243,4.97694105692392
Y-27632 2HCl,0.6025873490963202,0.03765064472329378,2.6729812099273853
Cediranib (AZD2171),0.7892908217721486,0.04553589348148657,4.372455797780266
Avagacestat (BMS-708163),0.7351070213501532,0.03629125207083375,3.6668109724314792
Motesanib Diphosphate (AMG-706),0.8223931783221623,0.06962044129176517,4.695044678880243
TWS119,0.6358428603065489,0.041708528976769015,2.2384160683407823
Sunitinib Malate,0.7055244233119359,0.04174777962031998,5.088072606962445
AZ 960,0.9044482853887643,0.03975790380455679,8.486534188303132
SL-327,0.7157846223298577,0.07805661596424476,1.8424414716052648
MK-0752,0.686045457524119,0.055552247146985846,2.0281628674768477
SU11274,0.7062631254632338,0.05150186696081438,4.428954586718345
CHIR-98014,0.9658827903737869,0.019187680110921843,12.378900585675664
Vatalanib (PTK787) 2HCl,0.6662038667096936,0.049276605777227485,2.581721135054066
WHI-P154,0.5663847814041685,0.03663777300349855,2.111000069104541
Foretinib (GSK1363089),0.9459231187364923,0.041502125090420096,7.427994875420289
IWR-1-endo,0.6392386653103596,0.07114364611099896,2.391294669402158
AT9283,0.9974792330795162,0.0027957439927730732,19.464233680959953
BIO,0.772361009804484,0.03820827889077529,3.538079484880417
Lenvatinib (E7080),0.7398414473126962,0.05815009781216722,5.029925924436216
K02288,0.6351390476036497,0.0480772223922109,2.6486510478371583
WZ8040,0.7000607138522003,0.07335229946822865,3.8129452438671896
Filgotinib (GLPG0634),0.7343092212578989,0.05213567503584497,2.2053786322890243
DMSO,0.5087205775430581,0.0033516538406316776,0.0
AG-1024,0.8959797769427112,0.052825875208950816,5.681740184146342
GNF-5,0.7223256082192422,0.0500531423070444,2.162002206225978
BX-912,0.8335333907827094,0.0799845937973087,4.7455550920197025
Aurora A Inhibitor I,0.8197886203953868,0.056752239960189056,4.58811417333069
VX-11e,0.9798987860943289,0.019143050891639028,14.133995457263266
Pimasertib (AS-703026),0.9846649330339361,0.021951036224679605,19.8489783644045
Quizartinib (AC220),0.8446843411223739,0.05432189265713129,4.557047113813629
LJI308,0.6411408118573909,0.054405873300747615,2.7986195916044148
PHT-427,0.6421433417755227,0.06503584326451367,3.2632806745328358
BIRB 796 (Doramapimod),0.650487620370599,0.06854131033642671,3.451211055832907
VE-821,0.780651894024222,0.07226484424155752,4.45452347087846
AZD8330,0.9908070630272412,0.009948165386108952,21.131392917559612
GSK461364,0.9775596555844416,0.01712052682269074,20.64832289014817
BMS-582949,0.6334071409992372,0.06857983837956619,2.5489928598985094
Mubritinib (TAK 165),0.9642455173074728,0.017027217940462473,6.546734486582916
Volasertib (BI 6727),0.5658418838002478,0.059359619981007555,1.6052560970609693
Axitinib,0.9300235829307015,0.05667912291091732,9.315911469819184
Enzastaurin (LY317615),0.7831062915670131,0.04009340462995571,3.4716842053746833
"Dovitinib (TKI-258, CHIR-258)",0.9145038420966202,0.036513995820614646,8.95363514286115
Ruxolitinib (INCB018424),0.6990367051728382,0.054122202325093786,3.0475265603670083
Nilotinib (AMN-107),0.6519519989683584,0.06374135070005069,1.5985716865457322
Semagacestat (LY450139),0.6646035296334738,0.045962374642084254,2.2808830120465946
"Temsirolimus (CCI-779, NSC 683864)",0.8780787991074049,0.05661281050386341,4.849072361394913
DAPT (GSI-IX),0.6416206382627613,0.03662271075356957,2.183246744845638
Crizotinib (PF-02341066),0.9744930726033891,0.022733003464288155,13.295657627041589
ICG-001,0.7086121455094667,0.035108234547406914,3.1043662959529623
Brivanib (BMS-540215),0.7877888287588475,0.03803283378029639,6.279146468447526
GW788388,0.684731995934689,0.05369794119892714,2.445154076170504
U0126-EtOH,0.7302583585766996,0.07761872849767473,3.0721811682907494
S-Ruxolitinib (INCB018424),0.6353515132035956,0.05066360690356655,1.325972190426237
GSK690693,0.9634652435630429,0.020395087897221092,6.390971203578076
SANT-1,0.6053691495730926,0.06346603778623526,2.742366242956172
Brivanib Alaninate (BMS-582664),0.6575839317271174,0.07254498124931996,4.798300019991099
Ro 31-8220 Mesylate,0.9885247707903281,0.007263083756488578,14.562110373572386
CP-724714,0.674839743615091,0.07429213701003025,4.5686603730743345
AR-A014418,0.7183846819771196,0.03008417160660932,2.2648813403238948
ENMD-2076,0.9879504672841624,0.006782906399926149,12.428914324108426
STA-21,0.6405169868915255,0.040680360200624266,2.2976708811372504
Amuvatinib (MP-470),0.8478447607768113,0.06323630119745556,5.365263633029685
GNE-7915,0.6973467554847386,0.07313550474017573,3.0653311243100743
Genistein,0.7297293064142367,0.06109922671441963,2.57489465505381
PHA-680632,0.9516557576897693,0.031993682500660564,9.984747855281123
FIIN-2,0.5696884619477262,0.062257749627835215,1.3708224546707528
HMN-214,0.991875722660913,0.012031994288574516,15.49775116328827
Hesperadin,0.9631547422943368,0.03866140339486743,10.403607641310883
ONO-4059,0.6241484207780128,0.03397860573371121,3.4468468938531607
KRN 633,0.6014558329959989,0.054206883766313496,2.3137666951653864
Tie2 kinase inhibitor,0.7957641768918117,0.05497549732331772,4.311231682817871
AG-18,0.6710071123411132,0.05676669071077273,2.39051465540713
KW-2449,0.9890247104380847,0.011747147233716478,15.581141901265264
R406,0.646686584699663,0.09474741658141157,2.9783925182836333
AMG 337,0.6600443744472491,0.07939687347229422,3.1031950512456956
PP242,0.9668783317836324,0.026137643883365102,7.027790423488779
Palomid 529 (P529),0.7201382174057078,0.04120818492387884,4.928160711204981
Saracatinib (AZD0530),0.9293559916203289,0.03871510417099075,8.366746186942638
SB431542,0.6191317660213903,0.042876644166746206,1.3615747434504493
PD184352 (CI-1040),0.9177586066563805,0.040180834108026246,8.158278461407264
Thiazovivin,0.5835487950560431,0.0354610169875966,1.4927738044030556
NVP-AEW541,0.936956558772599,0.035731365644702376,13.667150856029538
Theophylline,0.6678361160228254,0.0563160400269513,2.750068167715158
"VX-680 (Tozasertib, MK-0457)",0.9105535066842607,0.03917813559282201,5.598824525377742
CYT387,0.6495240759356615,0.043524825931681534,1.645607495119572
PHA-665752,0.7596141489781425,0.07809163810815241,5.699875818769588
NVP-BSK805 2HCl,0.6582731694496629,0.04112265239558993,2.5386670166648204
"Refametinib (RDEA119, Bay 86-9766)",0.9886979096132708,0.015087652084761927,20.03357134767155
PF-5274857,0.6446375800007356,0.05161888512691253,2.429840915601457
ZM 447439,0.892828788208693,0.04468738122227945,6.034207143710563
Pirfenidone,0.6448145474155575,0.0356523430053947,1.5923799906712703
JNJ-38877605,0.6701693018908097,0.07263689976640043,3.481282551071671
KY02111,0.6345381585040399,0.05196603661535084,2.2150077195278137
AG-490 (Tyrphostin B42),0.6247777160394856,0.04617355411872808,1.8369601869131515
