,AUC_Mean,AUC_Std,Distance,PValue
Linifanib (ABT-869),0.803025513000238,0.06614684622135063,3.944013483734474,0.000999000999000999
Y-27632 2HCl,0.6198867705931139,0.05587858690129398,1.504267873077533,0.000999000999000999
Cediranib (AZD2171),0.6542716910151962,0.09148380940416151,3.9732951261105827,0.000999000999000999
Avagacestat (BMS-708163),0.5808043713042219,0.041405502459668474,1.9545157690744122,0.04695304695304695
Motesanib Diphosphate (AMG-706),0.7412144938398052,0.07814308476955219,1.9709145962521222,0.000999000999000999
TWS119,0.5833704301842078,0.0348345327684926,1.4881250427254955,0.002997002997002997
Sunitinib Malate,0.7659500582482736,0.052331942607480135,2.9874583710364697,0.000999000999000999
AZ 960,0.5992594514774081,0.05537894586899901,2.1843588176428588,0.001998001998001998
SL-327,0.7707884341320874,0.06320637330383451,4.505782842093871,0.000999000999000999
MK-0752,0.7214566121575693,0.0381053230221344,2.5465372123641994,0.000999000999000999
SU11274,0.8233605664488017,0.09346524534012395,3.013420593980911,0.000999000999000999
CHIR-98014,0.8794046863415932,0.033707758599736376,5.933614432612354,0.000999000999000999
Vatalanib (PTK787) 2HCl,0.5854899674350822,0.07597444545381268,1.6036021482822485,0.33266733266733267
WHI-P154,0.6112093318808991,0.041475188308869614,1.8781154454894133,0.000999000999000999
Foretinib (GSK1363089),0.8079186208603021,0.05717994564415742,4.3627402668676165,0.000999000999000999
IWR-1-endo,0.6471553668894029,0.05706010914022472,3.500615096523874,0.000999000999000999
AT9283,0.9779795455349012,0.007825096994108514,13.126081595948026,0.000999000999000999
BIO,0.7532303740923929,0.0400471645960043,3.5749674851086612,0.000999000999000999
Lenvatinib (E7080),0.778580297945429,0.059586412866786086,2.231792918357079,0.000999000999000999
K02288,0.6078743409812742,0.05998643553305607,3.0935883941821536,0.001998001998001998
WZ8040,0.650136818926839,0.07567930708427445,2.907387335383271,0.001998001998001998
Filgotinib (GLPG0634),0.5523567988730063,0.021310875302808487,1.811591768397225,0.2547452547452547
DMSO,0.5070550366415297,0.00513340037818352,0.0,0.10789210789210789
AG-1024,0.597616318613559,0.048528382260048776,1.7367459813689554,0.11188811188811189
GNF-5,0.5317926242636333,0.03506167984803723,0.761913522094849,0.8091908091908092
BX-912,0.64761563017829,0.11272054939785849,1.582355305130683,0.000999000999000999
Aurora A Inhibitor I,0.6774015283266929,0.06612161774654822,3.112106646401393,0.000999000999000999
VX-11e,0.9290205627705628,0.04024192239164411,7.277524468419854,0.000999000999000999
Pimasertib (AS-703026),0.9720098724804608,0.026397482030459368,9.334483172030756,0.000999000999000999
Quizartinib (AC220),0.7516024468307749,0.05203843302633112,4.223720355429086,0.000999000999000999
LJI308,0.7375273128219353,0.06969843529425436,3.251478035467999,0.000999000999000999
PHT-427,0.7587782978937576,0.08080670750499087,2.2241954807574054,0.000999000999000999
BIRB 796 (Doramapimod),0.7096053033410854,0.10689183701383796,2.6864554830075984,0.000999000999000999
VE-821,0.6602779122549883,0.06415674278437018,2.351403290948472,0.000999000999000999
AZD8330,0.9594713342213341,0.04911712880261287,9.920922122954751,0.000999000999000999
GSK461364,0.6579129825843382,0.07699008053780301,3.078729878766634,0.001998001998001998
BMS-582949,0.7956294908054061,0.04516628021088057,3.9587169342924384,0.000999000999000999
Mubritinib (TAK 165),0.862472561911166,0.04111613368373877,3.8132446826791355,0.000999000999000999
Volasertib (BI 6727),0.632488380543963,0.07484549664248787,2.1055996426312555,0.02097902097902098
Axitinib,0.6893460673743181,0.05645420671311176,2.851918393978113,0.000999000999000999
Enzastaurin (LY317615),0.7977841006595728,0.04166118809156135,3.7185353532498064,0.000999000999000999
"Dovitinib (TKI-258, CHIR-258)",0.8896481707228932,0.04800232117847516,5.702590089996863,0.000999000999000999
Ruxolitinib (INCB018424),0.574943037025333,0.05055307857203777,1.2471689212908526,0.01898101898101898
Nilotinib (AMN-107),0.6571856635274045,0.06425036445097138,3.5026299717791582,0.002997002997002997
Semagacestat (LY450139),0.6749594863017224,0.06219295279878737,2.9175398096027445,0.000999000999000999
"Temsirolimus (CCI-779, NSC 683864)",0.8070143481426963,0.08280225264278732,5.564086965678224,0.000999000999000999
DAPT (GSI-IX),0.6082622060490583,0.06736252743254502,1.538232090006667,0.002997002997002997
Crizotinib (PF-02341066),0.8901538484687054,0.04583724988698015,6.70998420717306,0.000999000999000999
ICG-001,0.681944657080106,0.055430992625743816,2.1342440561524527,0.000999000999000999
Brivanib (BMS-540215),0.634840769538912,0.05853639816901671,3.1756962574216856,0.014985014985014986
GW788388,0.7451911806611643,0.05256207465110325,2.6868578012614037,0.000999000999000999
U0126-EtOH,0.7828416832619988,0.058259330418304764,3.907605128353369,0.000999000999000999
S-Ruxolitinib (INCB018424),0.6407072014313269,0.021639970098523854,1.1055562578810523,0.000999000999000999
GSK690693,0.8697962159672686,0.06842434713930283,4.557183423825782,0.000999000999000999
SANT-1,0.6489548937174903,0.06135201826743625,1.3007480083864893,0.000999000999000999
Brivanib Alaninate (BMS-582664),0.7150339813265509,0.10612196267616354,3.1029747669022347,0.000999000999000999
Ro 31-8220 Mesylate,0.9631875676857804,0.02220539490996973,9.574838977293815,0.000999000999000999
CP-724714,0.6812622175042111,0.07605618297591371,3.37064855617198,0.000999000999000999
AR-A014418,0.6893864879789793,0.02981719079436449,2.7376487180726046,0.000999000999000999
ENMD-2076,0.8271543036954148,0.08189559076511928,3.8349214529034406,0.000999000999000999
STA-21,0.6489663181697374,0.05489108260977912,1.4272446142697095,0.000999000999000999
Amuvatinib (MP-470),0.6055061254964504,0.0316310882043786,1.6074557650792776,0.04495504495504495
GNE-7915,0.6438544937367963,0.06792937659978814,2.755475491043634,0.001998001998001998
Genistein,0.5960861500478638,0.05347699680148777,1.8194963469836913,0.1998001998001998
PHA-680632,0.6653057833119752,0.11829566627451953,3.3638866288381846,0.002997002997002997
FIIN-2,0.5798802442251582,0.04692057333197265,1.525873098149037,0.3436563436563437
HMN-214,0.8110739969773822,0.0709938035769647,6.494882662547783,0.000999000999000999
Hesperadin,0.8346958366680006,0.10102916611380029,4.410685377433606,0.000999000999000999
ONO-4059,0.707549750067838,0.08559439375366168,3.561643480692287,0.000999000999000999
KRN 633,0.7145050250792064,0.057912335233190955,2.1862983040612423,0.000999000999000999
Tie2 kinase inhibitor,0.6705992598277701,0.07881561197312832,2.394915143483723,0.000999000999000999
AG-18,0.6300992622449841,0.0902581718130367,1.4661271517430565,0.02197802197802198
KW-2449,0.8784464525126289,0.04897378110290175,5.997247538321172,0.000999000999000999
R406,0.6679789907549364,0.08023798259011523,2.3202599847706877,0.000999000999000999
AMG 337,0.6752473016731434,0.041361812281398506,3.015806819733516,0.000999000999000999
PP242,0.8260798678445738,0.04237918720900512,5.5558911835903695,0.000999000999000999
Palomid 529 (P529),0.7104988563642859,0.08778396599473648,2.2482045829758017,0.000999000999000999
Saracatinib (AZD0530),0.9375207781607893,0.02953181124237915,9.713677541892134,0.000999000999000999
SB431542,0.6404125782098584,0.04819024591749437,2.279402898166745,0.000999000999000999
PD184352 (CI-1040),0.9227165063465372,0.06310306154682274,9.331037037798184,0.000999000999000999
Thiazovivin,0.7101904893809099,0.0483429818810888,2.5473725367517734,0.000999000999000999
NVP-AEW541,0.9341481165678145,0.054512530650913854,7.400618170435137,0.000999000999000999
Theophylline,0.6139303725114957,0.03209679763308756,1.2329472256607812,0.000999000999000999
"VX-680 (Tozasertib, MK-0457)",0.7900560713277207,0.06819941847993424,4.091801216498745,0.000999000999000999
CYT387,0.6058631258927738,0.040589126508695055,1.2472745785756356,0.000999000999000999
PHA-665752,0.6791586891136039,0.11815411573410481,3.0559382377964965,0.000999000999000999
NVP-BSK805 2HCl,0.5338958910117462,0.03651614912438794,1.4009456712614314,0.6753246753246753
"Refametinib (RDEA119, Bay 86-9766)",0.9589756702991996,0.04020927664698816,11.617556506608054,0.000999000999000999
PF-5274857,0.5999636093881116,0.06261779316532373,0.9481256500679949,0.002997002997002997
ZM 447439,0.6589482359745518,0.07187444957216749,2.712582651622393,0.000999000999000999
Pirfenidone,0.6004481530318556,0.0639302935678953,5.393108814761138,0.005994005994005994
JNJ-38877605,0.6800949622273151,0.09135624263654506,1.3467806786412524,0.000999000999000999
KY02111,0.6067351988492611,0.05778120866439051,1.1195021089859878,0.001998001998001998
AG-490 (Tyrphostin B42),0.6066214730597783,0.03550643644456408,2.065486945335531,0.000999000999000999
GF109203X,0.8534705402287509,0.04185267501451991,4.3319481032250104,0.000999000999000999
TGX-221,0.6853868690287135,0.06319270288433501,2.2539329830114654,0.000999000999000999
FH535,0.8112559201912368,0.05021243707497375,3.6237931598340416,0.000999000999000999
CUDC-101,0.9433748034176149,0.052774904794806725,7.754625864387938,0.000999000999000999
ZM 39923 HCl,0.5734840207003051,0.05112087876909263,1.0333908992152954,0.008991008991008992
JNJ-7706621,0.8938786213786212,0.07811069035377999,8.769063861185078,0.000999000999000999
Decernotinib (VX-509),0.5645032242463622,0.03935138569320312,1.5605803723693887,0.08291708291708291
TG100-115,0.5747329873663254,0.05087059038375598,1.3390897786582738,0.5234765234765235
VX-745,0.6957683857856869,0.08159608099876091,2.6917145533910904,0.000999000999000999
Bikinin,0.5974220840648858,0.08858933721205395,2.920521825452999,0.0999000999000999
AEE788 (NVP-AEE788),0.8205715412044687,0.05109877763905374,5.5344735765655395,0.000999000999000999
BIX 02188,0.5803919642019487,0.0676966817098594,2.0710534078039076,0.37362637362637363
CC-223,0.7433343483028895,0.053145241791259956,4.430747067471298,0.000999000999000999
AT7867,0.9550391528406234,0.02719348425106904,8.54724667740432,0.000999000999000999
H 89 2HCl,0.6698517451499011,0.08843722280060205,2.3864863182832066,0.000999000999000999
CEP-32496,0.7187774471517787,0.07366143235183674,3.6371096356286348,0.000999000999000999
RAF265 (CHIR-265),0.9614394227970908,0.04768275237807508,10.23616749059329,0.000999000999000999
SGI-1776 free base,0.6794948598779363,0.07833111701475962,2.2852118516182576,0.000999000999000999
Oclacitinib,0.5687312122640378,0.05216883242863209,3.0074755284968777,0.03196803196803197
Degrasyn (WP1130),0.5853708789026864,0.10229692557774692,2.5603104145667204,0.2757242757242757
Selumetinib (AZD6244),0.9732016825766825,0.026469721897347698,11.34671758357986,0.000999000999000999
SB216763,0.7686950180642126,0.05884461354773418,4.7247794152757665,0.000999000999000999
Dasatinib,0.824122671274527,0.06923799158322298,4.862652896371403,0.000999000999000999
GSK429286A,0.5971768721342708,0.04172780469001743,2.2834043234810895,0.001998001998001998
Pazopanib HCl,0.7329970615523538,0.06488072308357508,4.536904091884558,0.000999000999000999
"LDE225 (NVP-LDE225,Erismodegib)",0.5906262794583228,0.0640513559578469,1.4532530664230072,0.012987012987012988
LY2157299,0.5834835872423058,0.026891478459376287,2.074631695089766,0.024975024975024976
ZSTK474,0.7206123156564478,0.07251872862815661,3.080892417707413,0.000999000999000999
TG101209,0.8700150183063384,0.033914837034016924,5.614010063555714,0.000999000999000999
OSI-906 (Linsitinib),0.8400074136389926,0.07638344655053485,5.211396301443373,0.000999000999000999
"Tofacitinib (CP-690550,Tasocitinib)",0.547971382246421,0.030232260161424065,0.966730802359936,0.34465534465534464
GDC-0879,0.6626779445471396,0.0913811489354928,2.556654370628326,0.001998001998001998
Go 6983,0.8222614492062805,0.03327319261570469,4.039054200173478,0.000999000999000999
Triciribine,0.9105201279342147,0.05297097119765291,6.381993952869354,0.000999000999000999
