,AUC_Mean,AUC_Std,Distance
Linifanib (ABT-869),0.8052471868224227,0.043774294197508855,3.944013483734474
Y-27632 2HCl,0.6415325943477217,0.052828896879339025,1.504267873077533
Cediranib (AZD2171),0.6819546108984043,0.0642435682701096,3.9732951261105827
Avagacestat (BMS-708163),0.6005104373877956,0.06702881089026788,1.9545157690744122
Motesanib Diphosphate (AMG-706),0.7904183957829697,0.0785042522503406,1.9709145962521222
TWS119,0.5568020166311441,0.03747325305920978,1.4881250427254955
Sunitinib Malate,0.7268077585209805,0.04348840877404525,2.9874583710364697
AZ 960,0.6190438574382092,0.03798968206132367,2.1843588176428588
SL-327,0.7433293482302467,0.0685232790593931,4.505782842093871
MK-0752,0.7344279789645547,0.042455401752010485,2.5465372123641994
SU11274,0.8518524785070966,0.04308807262676936,3.013420593980911
CHIR-98014,0.8920373809198605,0.02499529018481536,5.933614432612354
Vatalanib (PTK787) 2HCl,0.6420950214541198,0.06228313020941631,1.6036021482822485
WHI-P154,0.6411601542399946,0.027069185100319176,1.8781154454894133
Foretinib (GSK1363089),0.803867351203803,0.030254750907544897,4.3627402668676165
IWR-1-endo,0.6813095042930452,0.050569588121102016,3.500615096523874
AT9283,0.9829744385999725,0.0104490011300822,13.126081595948026
BIO,0.7452674054555339,0.020172115686752166,3.5749674851086612
Lenvatinib (E7080),0.7531428166644284,0.05366273473135027,2.231792918357079
K02288,0.6169848317435289,0.04588727471196081,3.0935883941821536
WZ8040,0.6774157914679606,0.10172509227412209,2.907387335383271
Filgotinib (GLPG0634),0.5735480063084912,0.034357470375642366,1.811591768397225
DMSO,0.5106982404332067,0.004714507993798055,0.0
AG-1024,0.6299220113127089,0.06299462278739147,1.7367459813689554
GNF-5,0.5824558209829582,0.038668760509698884,0.761913522094849
BX-912,0.687975671337415,0.0462738421588082,1.582355305130683
Aurora A Inhibitor I,0.6583731643325225,0.07648717454082148,3.112106646401393
VX-11e,0.9400066059925944,0.02470455739179321,7.277524468419854
Pimasertib (AS-703026),0.9759878347057315,0.023933754933840347,9.334483172030756
Quizartinib (AC220),0.7902861898980501,0.03575784237289127,4.223720355429086
LJI308,0.7479639930779569,0.03031713081912098,3.251478035467999
PHT-427,0.7674089051382109,0.045777579878858006,2.2241954807574054
BIRB 796 (Doramapimod),0.6573044828629382,0.06743147999301856,2.6864554830075984
VE-821,0.5778378588362652,0.06210425853192834,2.351403290948472
AZD8330,0.9668410843091924,0.0413042477424998,9.920922122954751
GSK461364,0.7497637389072742,0.06687425123875644,3.078729878766634
BMS-582949,0.7927880702478515,0.045978050314938276,3.9587169342924384
Mubritinib (TAK 165),0.8500569434520667,0.039485084730975985,3.8132446826791355
Volasertib (BI 6727),0.6661431513487336,0.03742418834355701,2.1055996426312555
Axitinib,0.6901956949285513,0.0508901544174809,2.851918393978113
Enzastaurin (LY317615),0.7591047942798446,0.03526129788511403,3.7185353532498064
"Dovitinib (TKI-258, CHIR-258)",0.8812266361588685,0.03369834546743747,5.702590089996863
Ruxolitinib (INCB018424),0.5630357423221357,0.05037967234182155,1.2471689212908526
Nilotinib (AMN-107),0.7002654465088872,0.07916013835196262,3.5026299717791582
Semagacestat (LY450139),0.6811037129018305,0.05174512009889156,2.9175398096027445
"Temsirolimus (CCI-779, NSC 683864)",0.8280455516034776,0.0687205131000877,5.564086965678224
DAPT (GSI-IX),0.6350683752873898,0.04591459908560025,1.538232090006667
Crizotinib (PF-02341066),0.9088851801135613,0.02877971094877031,6.70998420717306
ICG-001,0.6637232072226893,0.051368644415042436,2.1342440561524527
Brivanib (BMS-540215),0.6936938399231097,0.05520402804990745,3.1756962574216856
GW788388,0.7114118542910257,0.028263545571863963,2.6868578012614037
U0126-EtOH,0.7154655038817189,0.06668394736736816,3.907605128353369
S-Ruxolitinib (INCB018424),0.6247192490131864,0.041258328820717935,1.1055562578810523
GSK690693,0.8860273172214643,0.04725276219614392,4.557183423825782
SANT-1,0.5993272001474337,0.04051279779198944,1.3007480083864893
Brivanib Alaninate (BMS-582664),0.7536549327820394,0.05124683151019535,3.1029747669022347
Ro 31-8220 Mesylate,0.9729865780226042,0.01420199637232107,9.574838977293815
CP-724714,0.702207411626097,0.0660379394822105,3.37064855617198
AR-A014418,0.7040791922978308,0.037656954626177394,2.7376487180726046
ENMD-2076,0.8091823912325301,0.03815629530852576,3.8349214529034406
STA-21,0.6347837015193007,0.048560386267481645,1.4272446142697095
Amuvatinib (MP-470),0.589057155691848,0.06562954380442564,1.6074557650792776
GNE-7915,0.5850984356030374,0.056034070669490135,2.755475491043634
Genistein,0.5792019231325168,0.046365590083321744,1.8194963469836913
PHA-680632,0.6907882337534892,0.07151336711999953,3.3638866288381846
FIIN-2,0.5568114203421671,0.0540469835215415,1.525873098149037
HMN-214,0.834447897335614,0.035793186563605264,6.494882662547783
Hesperadin,0.8044566430377618,0.05517231188708972,4.410685377433606
ONO-4059,0.7325776826060721,0.04755738366489097,3.561643480692287
KRN 633,0.6963886359864139,0.06032802936960509,2.1862983040612423
Tie2 kinase inhibitor,0.6909432842852288,0.06405947375605481,2.394915143483723
AG-18,0.5855617274715683,0.05985681498904305,1.4661271517430565
KW-2449,0.9030781729876132,0.04087055097757225,5.997247538321172
R406,0.6939225823109696,0.053447514968208036,2.3202599847706877
AMG 337,0.6242746966688443,0.04994185248890259,3.015806819733516
PP242,0.8876539702588019,0.027238457048670176,5.5558911835903695
Palomid 529 (P529),0.7226450358223089,0.044049266003472844,2.2482045829758017
Saracatinib (AZD0530),0.9250937339880965,0.036357837340614325,9.713677541892134
SB431542,0.6481498063197552,0.0324049513652246,2.279402898166745
PD184352 (CI-1040),0.91164199367654,0.042691084043645425,9.331037037798184
Thiazovivin,0.6963577131820374,0.023305017246276802,2.5473725367517734
NVP-AEW541,0.9690835217323542,0.009679324715745943,7.400618170435137
Theophylline,0.5733054225625244,0.0398666159854129,1.2329472256607812
"VX-680 (Tozasertib, MK-0457)",0.7835737507141228,0.06374286932857427,4.091801216498745
CYT387,0.6100106299800074,0.03593835385007381,1.2472745785756356
PHA-665752,0.7291843169605412,0.06767415777784445,3.0559382377964965
NVP-BSK805 2HCl,0.5648406267945433,0.037359347510211256,1.4009456712614314
"Refametinib (RDEA119, Bay 86-9766)",0.9773176369182328,0.02334496916762403,11.617556506608054
