,AUC_Mean,AUC_Std,Distance
Taselisib__1.0,0.9709377053346857,0.053841757281163416,8.998168013874443
Defactinib__0.0016,0.7801443872980982,0.054499060441650884,3.1361960268473568
YM155__0.04,0.9749966049402996,0.02753799202856916,13.899016828150428
Irinotecan mit 5-FU + Gefitinib__0.008,0.9359665246723301,0.030511036252927632,8.49070470995263
Volasertib__0.04,0.9777109320732389,0.025970243463551326,15.925014968622905
Gemcitabine__0.04,0.9900159181847041,0.014072860121499435,15.29138199802217
Bexaroten__0.04,0.7917969854239579,0.0446548779110018,4.607676148312846
Dasatinib__0.008,0.8685170216153948,0.04406526678130895,5.466951178198766
Staurosporine_500nM,0.9863405183871823,0.006181677531517993,13.812747443276901
Palbociclib__0.0016,0.6893737094007447,0.051259630921210345,3.268882599055271
Vinblastin__0.0016,0.7374951015701747,0.08129172733801711,3.62038165511121
Vinblastin__0.2,0.9975586741383179,0.003943105316808704,17.286682435371564
Irinotecan mit 5-FU__0.0016,0.9321864356202447,0.0366836464112666,7.9468016773261905
YM155__1.0,0.9995990958865741,0.0007177270136142066,11.641857642720709
Irinotecan / SN-38__0.2,0.9985733895317278,0.0021483101455975913,16.88240426448174
Dabrafenib with Trametinib__0.04,0.946412766209798,0.02312914189886366,11.112959751770788
DMSO,0.515568856104551,0.006337269658970732,0.0
AZD 4547__0.2,0.6667547025432053,0.0705300030192533,2.3193478921262605
Afatinib__0.008,0.9901508687276976,0.008633588208740125,11.430961250477736
ALISERTIB__0.008,0.8223261653274385,0.054078608598104976,5.087659868741502
lapatinib__0.04,0.6223192175973764,0.061322932996611734,1.8149822052102116
ruxolitinib__0.04,0.6838682117722773,0.04400279683538102,4.178706699053566
Cabozantinib maleate__0.04,0.6648683329575819,0.06427677819956698,2.9657825721976883
Panobinostat__0.008,0.7274221119882371,0.04955511762229273,3.679497410128433
Idelalisib__0.2,0.7836882916438558,0.07299543450340114,4.00144712471142
sonidegib__0.2,0.6882063934393357,0.07717682385123552,3.0694979819068813
