Product.Name,Concentration,Plate.ID,Well.ID,Num.Objects,Percent.Dead,Percent.Live,Mean.Certainty.Live,Mean.Certainty.Dead
Linifanib (ABT-869),nan,D004T01P003L02,A01,128,0.265625,0.734375,0.7734042553191491,0.6970588235294118
Y-27632 2HCl,nan,D004T01P003L02,A02,128,0.1484375,0.8515625,0.8954128440366973,0.7315789473684211
Cediranib (AZD2171),nan,D004T01P003L02,A03,128,0.2890625,0.7109375,0.8175824175824173,0.6945945945945948
Avagacestat (BMS-708163),nan,D004T01P003L02,A04,116,0.1724137931034483,0.8275862068965517,0.8520833333333333,0.7300000000000001
Motesanib Diphosphate (AMG-706),nan,D004T01P003L02,A05,128,0.1796875,0.8203125,0.853333333333333,0.6739130434782606
TWS119,nan,D004T01P003L02,A06,122,0.23770491803278687,0.7622950819672132,0.8526881720430106,0.682758620689655
Sunitinib Malate,nan,D004T01P003L02,A07,122,0.09836065573770492,0.9016393442622951,0.8627272727272726,0.6416666666666665
AZ 960,nan,D004T01P003L02,A08,127,0.5826771653543307,0.4173228346456693,0.7377358490566037,0.6797297297297303
SL-327,nan,D004T01P003L02,A09,137,0.34306569343065696,0.656934306569343,0.6877777777777777,0.6574468085106387
MK-0752,nan,D004T01P003L02,A10,89,0.0898876404494382,0.9101123595505618,0.9049382716049382,0.625
SU11274,nan,D004T01P003L02,A11,133,0.14285714285714285,0.8571428571428572,0.8570175438596491,0.7210526315789473
CHIR-98014,nan,D004T01P003L02,A12,125,0.576,0.42400000000000004,0.683018867924528,0.7513888888888891
Vatalanib (PTK787) 2HCl,nan,D004T01P003L02,A13,123,0.16260162601626016,0.8373983739837398,0.847572815533981,0.6699999999999998
WHI-P154,nan,D004T01P003L02,A14,99,0.0707070707070707,0.9292929292929293,0.8978260869565219,0.7428571428571429
Foretinib (GSK1363089),nan,D004T01P003L02,A15,139,0.6258992805755396,0.37410071942446044,0.6788461538461539,0.7482758620689656
IWR-1-endo,nan,D004T01P003L02,A16,156,0.16025641025641027,0.8397435897435898,0.8603053435114506,0.7279999999999999
AT9283,nan,D004T01P003L02,A17,117,0.7350427350427351,0.2649572649572649,0.7032258064516129,0.7523255813953487
BIO,nan,D004T01P003L02,A18,126,0.3492063492063492,0.6507936507936508,0.7378048780487804,0.7022727272727275
Lenvatinib (E7080),nan,D004T01P003L02,A19,140,0.06428571428571428,0.9357142857142857,0.9175572519083973,0.6444444444444444
K02288,nan,D004T01P003L02,A20,145,0.0896551724137931,0.9103448275862069,0.897727272727273,0.6923076923076924
WZ8040,nan,D004T01P003L02,A21,120,0.10833333333333334,0.8916666666666666,0.8906542056074767,0.730769230769231
Filgotinib (GLPG0634),nan,D004T01P003L02,A22,103,0.10679611650485436,0.8932038834951457,0.8869565217391302,0.7545454545454546
DMSO,nan,D004T01P003L02,A23,93,0.08602150537634409,0.9139784946236559,0.8329411764705881,0.675
DMSO,nan,D004T01P003L02,A24,93,0.053763440860215055,0.946236559139785,0.9318181818181821,0.7
AG-1024,nan,D004T01P003L02,B01,156,0.12179487179487179,0.8782051282051282,0.9058394160583947,0.7526315789473684
GNF-5,nan,D004T01P003L02,B02,142,0.06338028169014084,0.9366197183098591,0.922556390977444,0.7777777777777779
BX-912,nan,D004T01P003L02,B03,144,0.3819444444444444,0.6180555555555556,0.7831460674157302,0.7654545454545455
DMSO,nan,D004T01P003L02,B04,152,0.07894736842105263,0.9210526315789473,0.9250000000000004,0.7583333333333333
Aurora A Inhibitor I,nan,D004T01P003L02,B05,150,0.14,0.86,0.8860465116279076,0.7333333333333333
VX-11e,nan,D004T01P003L02,B06,146,0.773972602739726,0.226027397260274,0.6363636363636365,0.7778761061946906
Pimasertib (AS-703026),nan,D004T01P003L02,B07,232,0.9137931034482759,0.08620689655172409,0.59,0.8023584905660383
DMSO,nan,D004T01P003L02,B08,135,0.1111111111111111,0.8888888888888888,0.8758333333333339,0.7733333333333332
Quizartinib (AC220),nan,D004T01P003L02,B09,156,0.08333333333333333,0.9166666666666666,0.9188811188811191,0.7923076923076924
LJI308,nan,D004T01P003L02,B10,119,0.04201680672268908,0.957983193277311,0.9719298245614036,0.64
PHT-427,nan,D004T01P003L02,B11,152,0.10526315789473684,0.8947368421052632,0.7948529411764709,0.7187499999999998
DMSO,nan,D004T01P003L02,B12,134,0.06716417910447761,0.9328358208955224,0.9296000000000001,0.7111111111111109
BIRB 796 (Doramapimod),nan,D004T01P003L02,B13,97,0.061855670103092786,0.9381443298969072,0.9406593406593408,0.8166666666666668
VE-821,nan,D004T01P003L02,B14,142,0.1056338028169014,0.8943661971830986,0.8503937007874018,0.7866666666666666
AZD8330,nan,D004T01P003L02,B15,179,0.9050279329608939,0.0949720670391061,0.5882352941176471,0.7796296296296299
DMSO,nan,D004T01P003L02,B16,107,0.11214953271028037,0.8878504672897196,0.9431578947368423,0.6999999999999998
GSK461364,nan,D004T01P003L02,B17,134,0.6716417910447762,0.32835820895522383,0.740909090909091,0.8166666666666663
BMS-582949,nan,D004T01P003L02,B18,138,0.09420289855072464,0.9057971014492754,0.9240000000000003,0.7769230769230769
Mubritinib (TAK 165),nan,D004T01P003L02,B19,136,0.35294117647058826,0.6470588235294117,0.8113636363636363,0.7895833333333332
DMSO,nan,D004T01P003L02,B20,129,0.10077519379844961,0.8992248062015504,0.868103448275862,0.7384615384615384
Volasertib (BI 6727),nan,D004T01P003L02,B21,118,0.1271186440677966,0.8728813559322034,0.8990291262135923,0.8266666666666668
DMSO,nan,D004T01P003L02,B22,125,0.184,0.8160000000000001,0.8813725490196077,0.7434782608695651
DMSO,nan,D004T01P003L02,B23,115,0.1826086956521739,0.817391304347826,0.9361702127659579,0.7761904761904762
DMSO,nan,D004T01P003L02,B24,120,0.075,0.925,0.9018018018018022,0.8111111111111112
Axitinib,nan,D004T01P003L02,C01,169,0.20118343195266272,0.7988165680473372,0.8377777777777776,0.7470588235294119
Enzastaurin (LY317615),nan,D004T01P003L02,C02,107,0.1308411214953271,0.8691588785046729,0.8602150537634409,0.7357142857142857
"Dovitinib (TKI-258, CHIR-258)",nan,D004T01P003L02,C03,157,0.17197452229299362,0.8280254777070064,0.8053846153846151,0.7111111111111112
Ruxolitinib (INCB018424),nan,D004T01P003L02,C04,142,0.09154929577464789,0.9084507042253521,0.8968992248062019,0.7384615384615384
Nilotinib (AMN-107),nan,D004T01P003L02,C05,135,0.0962962962962963,0.9037037037037037,0.9352459016393448,0.7538461538461537
Semagacestat (LY450139),nan,D004T01P003L02,C06,137,0.058394160583941604,0.9416058394160584,0.9341085271317833,0.7749999999999999
"Temsirolimus (CCI-779, NSC 683864)",nan,D004T01P003L02,C07,133,0.06015037593984962,0.9398496240601504,0.8751999999999999,0.725
DAPT (GSI-IX),nan,D004T01P003L02,C08,133,0.09774436090225563,0.9022556390977443,0.8816666666666669,0.769230769230769
Crizotinib (PF-02341066),nan,D004T01P003L02,C09,123,0.36585365853658536,0.6341463414634146,0.837179487179487,0.7666666666666664
ICG-001,nan,D004T01P003L02,C10,143,0.1888111888111888,0.8111888111888113,0.9431034482758622,0.7851851851851853
