Product.Name,Concentration,Plate.ID,Well.ID,Num.Objects,Percent.Dead,Percent.Live,Mean.Certainty.Live,Mean.Certainty.Dead
Taselisib,1.0,D021T01P003L08,A01,205,0.5853658536585366,0.41463414634146345,0.6976470588235294,0.7708333333333334
Defactinib,0.0016,D021T01P003L08,A02,361,0.0221606648199446,0.9778393351800554,0.9592067988668554,0.6874999999999999
YM155,0.04,D021T01P003L08,A03,340,0.08823529411764706,0.9117647058823529,0.8903225806451613,0.6633333333333333
Irinotecan mit 5-FU + Gefitinib,0.008,D021T01P003L08,A04,297,0.21548821548821548,0.7845117845117845,0.8248927038626608,0.7046875000000002
Volasertib,0.04,D021T01P003L08,A05,255,0.23529411764705882,0.7647058823529411,0.8066666666666663,0.7066666666666668
Gemcitabine,0.04,D021T01P003L08,A06,254,0.3700787401574803,0.6299212598425197,0.7762499999999996,0.7574468085106388
Bexaroten,0.04,D021T01P003L08,A07,283,0.007067137809187279,0.9929328621908127,0.9708185053380779,0.6499999999999999
Dasatinib,0.008,D021T01P003L08,A08,239,0.2510460251046025,0.7489539748953975,0.8072625698324025,0.7316666666666669
Staurosporine_500nM,0.04,D021T01P003L08,A09,62,1.0,0.0,,0.9774193548387095
Palbociclib,0.0016,D021T01P003L08,A10,355,0.0028169014084507044,0.9971830985915493,0.9768361581920906,0.6
Vinblastin,0.0016,D021T01P003L08,A11,231,0.12121212121212122,0.8787878787878788,0.8527093596059121,0.7428571428571429
Vinblastin,0.2,D021T01P003L08,A12,238,0.35294117647058826,0.6470588235294117,0.6831168831168829,0.6928571428571432
Irinotecan mit 5-FU,0.0016,D021T01P003L08,A13,351,0.017094017094017096,0.9829059829059829,0.917971014492753,0.7000000000000001
YM155,1.0,D021T01P003L08,A14,153,0.8300653594771242,0.16993464052287577,0.6615384615384616,0.8740157480314964
Irinotecan / SN-38,0.2,D021T01P003L08,A15,56,1.0,0.0,,0.9803571428571427
Dabrafenib with Trametinib,0.04,D021T01P003L08,A16,297,0.4276094276094276,0.5723905723905724,0.7205882352941175,0.7149606299212601
DMSO,nan,D021T01P003L08,A17,350,0.017142857142857144,0.9828571428571429,0.9700581395348838,0.65
AZD 4547,0.2,D021T01P003L08,A18,334,0.16467065868263472,0.8353293413173652,0.8243727598566312,0.692727272727273
Afatinib,0.008,D021T01P003L08,A19,238,0.07983193277310924,0.9201680672268908,0.9086757990867586,0.7052631578947366
ALISERTIB,0.008,D021T01P003L08,A20,357,0.03081232492997199,0.969187675070028,0.9341040462427742,0.6454545454545454
lapatinib,0.04,D021T01P003L08,A21,359,0.002785515320334262,0.9972144846796658,0.9759776536312845,0.6
ruxolitinib,0.04,D021T01P003L08,A22,356,0.008426966292134831,0.9915730337078652,0.9662889518413597,0.7333333333333334
Cabozantinib maleate,0.04,D021T01P003L08,A23,340,0.014705882352941176,0.9852941176470589,0.9650746268656717,0.6599999999999999
Panobinostat,0.008,D021T01P003L08,A24,305,0.006557377049180328,0.9934426229508196,0.9702970297029705,0.6
Idelalisib,0.2,D021T01P003L08,B01,411,0.012165450121654502,0.9878345498783455,0.9554187192118219,0.74
Crizotinib,1.0,D021T01P003L08,B02,107,1.0,0.0,,0.9691588785046726
DMSO,nan,D021T01P003L08,B03,325,0.009230769230769232,0.9907692307692307,0.9552795031055897,0.7333333333333334
sonidegib,0.2,D021T01P003L08,B04,256,0.03125,0.96875,0.9705645161290325,0.7124999999999999
Irinotecan / SN-38,0.04,D021T01P003L08,B05,318,0.5062893081761006,0.4937106918238994,0.7853503184713376,0.806211180124223
Vorinostat,0.0016,D021T01P003L08,B06,317,0.12302839116719243,0.8769716088328076,0.8953237410071944,0.7282051282051283
Trifluoridin/Tipiracil,1.0,D021T01P003L08,B07,283,0.024734982332155476,0.9752650176678446,0.9173913043478267,0.6428571428571429
DMSO,nan,D021T01P003L08,B08,406,0.0024630541871921183,0.9975369458128078,0.9639506172839502,0.6
sonidegib,0.0016,D021T01P003L08,B09,357,0.1484593837535014,0.8515406162464986,0.8490131578947371,0.7207547169811324
AZD 5363,0.008,D021T01P003L08,B10,366,0.01092896174863388,0.9890710382513661,0.9610497237569057,0.6
LGK974,0.0016,D021T01P003L08,B11,371,0.0026954177897574125,0.9973045822102425,0.9637837837837834,0.7
5-FU,0.008,D021T01P003L08,B12,389,0.002570694087403599,0.9974293059125964,0.9729381443298969,0.6
Everolimus,0.2,D021T01P003L08,B13,434,0.0,1.0,0.9571428571428562,
AZD 4547,0.0016,D021T01P003L08,B14,358,0.002793296089385475,0.9972067039106145,0.96218487394958,0.7
Oxaliplatin mit 5-FU + Gefitinib,0.04,D021T01P003L08,B15,236,0.03389830508474576,0.9661016949152542,0.9500000000000007,0.7124999999999999
Paclitaxel,0.04,D021T01P003L08,B16,256,0.2890625,0.7109375,0.8258241758241759,0.7864864864864866
