Product.Name,Concentration,Plate.ID,Well.ID,Num.Objects,Percent.Dead,Percent.Live,Mean.Certainty.Live,Mean.Certainty.Dead
Avagacestat (BMS-708163),nan,D013T01P001L02,A04,225,0.12,0.88,0.8297979797979808,0.7518518518518517
Motesanib Diphosphate (AMG-706),nan,D013T01P001L02,A05,197,0.20304568527918782,0.7969543147208122,0.8312101910828029,0.7375000000000003
AZ 960,nan,D013T01P001L02,A08,266,0.20300751879699247,0.7969924812030076,0.7976415094339627,0.7314814814814817
SL-327,nan,D013T01P001L02,A09,234,0.1282051282051282,0.8717948717948718,0.809313725490197,0.7466666666666667
SU11274,nan,D013T01P001L02,A11,224,0.13392857142857142,0.8660714285714286,0.8288659793814438,0.7333333333333333
Vatalanib (PTK787) 2HCl,nan,D013T01P001L02,A13,215,0.15348837209302327,0.8465116279069768,0.8219780219780223,0.7333333333333333
WHI-P154,nan,D013T01P001L02,A14,227,0.1762114537444934,0.8237885462555066,0.8267379679144391,0.7125000000000001
IWR-1-endo,nan,D013T01P001L02,A16,262,0.1183206106870229,0.8816793893129771,0.8138528138528148,0.72258064516129
AT9283,nan,D013T01P001L02,A17,283,0.8091872791519434,0.19081272084805656,0.6055555555555557,0.8135371179039308
Lenvatinib (E7080),nan,D013T01P001L02,A19,185,0.1837837837837838,0.8162162162162162,0.8119205298013246,0.7294117647058823
K02288,nan,D013T01P001L02,A20,269,0.1821561338289963,0.8178438661710037,0.8231818181818189,0.7326530612244899
AG-1024,nan,D013T01P001L02,B01,218,0.0963302752293578,0.9036697247706422,0.7949238578680204,0.7000000000000001
GNF-5,nan,D013T01P001L02,B02,229,0.13537117903930132,0.8646288209606987,0.8050505050505052,0.7161290322580646
BX-912,nan,D013T01P001L02,B03,297,0.37373737373737376,0.6262626262626263,0.7634408602150539,0.7648648648648643
VX-11e,nan,D013T01P001L02,B06,213,0.24882629107981222,0.7511737089201878,0.8093750000000002,0.7339622641509437
DMSO,nan,D013T01P001L02,B08,283,0.13780918727915195,0.8621908127208481,0.8413934426229515,0.7102564102564102
Quizartinib (AC220),nan,D013T01P001L02,B09,238,0.3445378151260504,0.6554621848739496,0.7858974358974361,0.7634146341463416
LJI308,nan,D013T01P001L02,B10,240,0.12916666666666668,0.8708333333333333,0.808133971291867,0.7064516129032259
PHT-427,nan,D013T01P001L02,B11,212,0.09905660377358491,0.9009433962264151,0.826178010471205,0.7380952380952379
DMSO,nan,D013T01P001L02,B12,262,0.14885496183206107,0.851145038167939,0.8013452914798217,0.7179487179487178
BIRB 796 (Doramapimod),nan,D013T01P001L02,B13,245,0.11836734693877551,0.8816326530612245,0.841203703703705,0.7655172413793102
AZD8330,nan,D013T01P001L02,B15,215,0.37209302325581395,0.627906976744186,0.7681481481481479,0.7737500000000003
DMSO,nan,D013T01P001L02,B16,303,0.15181518151815182,0.8481848184818481,0.8035019455252927,0.7065217391304348
GSK461364,nan,D013T01P001L02,B17,243,0.7901234567901234,0.2098765432098766,0.658823529411765,0.8005208333333337
BMS-582949,nan,D013T01P001L02,B18,244,0.16393442622950818,0.8360655737704918,0.8034313725490202,0.7075
Mubritinib (TAK 165),nan,D013T01P001L02,B19,209,0.35406698564593303,0.6459330143540669,0.674074074074074,0.7310810810810814
DMSO,nan,D013T01P001L02,B20,238,0.17647058823529413,0.8235294117647058,0.8010204081632655,0.7333333333333335
Volasertib (BI 6727),nan,D013T01P001L02,B21,234,0.1452991452991453,0.8547008547008547,0.8320000000000007,0.7499999999999999
DMSO,nan,D013T01P001L02,B22,267,0.14606741573033707,0.8539325842696629,0.8192982456140366,0.7384615384615385
DMSO,nan,D013T01P001L02,B23,234,0.18376068376068377,0.8162393162393162,0.8125654450261787,0.7069767441860465
DMSO,nan,D013T01P001L02,B24,189,0.12169312169312169,0.8783068783068784,0.8030120481927717,0.7217391304347827
Axitinib,nan,D013T01P001L02,C01,260,0.15384615384615385,0.8461538461538461,0.8190909090909099,0.745
Enzastaurin (LY317615),nan,D013T01P001L02,C02,294,0.24489795918367346,0.7551020408163265,0.7617117117117121,0.7236111111111114
"Dovitinib (TKI-258, CHIR-258)",nan,D013T01P001L02,C03,299,0.3010033444816054,0.6989966555183946,0.7669856459330144,0.7744444444444446
Ruxolitinib (INCB018424),nan,D013T01P001L02,C04,229,0.20087336244541484,0.7991266375545851,0.8196721311475416,0.6956521739130437
Nilotinib (AMN-107),nan,D013T01P001L02,C05,289,0.16262975778546712,0.8373702422145328,0.7946280991735537,0.7468085106382978
Semagacestat (LY450139),nan,D013T01P001L02,C06,223,0.16591928251121077,0.8340807174887892,0.8279569892473123,0.7810810810810811
"Temsirolimus (CCI-779, NSC 683864)",nan,D013T01P001L02,C07,229,0.1615720524017467,0.8384279475982532,0.8109375000000005,0.7189189189189189
DAPT (GSI-IX),nan,D013T01P001L02,C08,233,0.15450643776824036,0.8454935622317596,0.8482233502538078,0.7694444444444444
Crizotinib (PF-02341066),nan,D013T01P001L02,C09,239,0.8200836820083682,0.17991631799163177,0.5930232558139535,0.8219387755102049
ICG-001,nan,D013T01P001L02,C10,173,0.10982658959537572,0.8901734104046243,0.822727272727273,0.7157894736842104
Brivanib (BMS-540215),nan,D013T01P001L02,C11,246,0.13008130081300814,0.8699186991869918,0.8158878504672913,0.7000000000000002
GW788388,nan,D013T01P001L02,C12,269,0.16356877323420074,0.8364312267657993,0.8040000000000004,0.7204545454545456
U0126-EtOH,nan,D013T01P001L02,C13,237,0.16033755274261605,0.8396624472573839,0.7924623115577889,0.7210526315789473
