Product.Name,Concentration,Plate.ID,Well.ID,Num.Objects,Percent.Dead,Percent.Live,Mean.Certainty.Live,Mean.Certainty.Dead
Linifanib (ABT-869),nan,D020T01P001L02,A01,151,0.1456953642384106,0.8543046357615894,0.862015503875969,0.7727272727272727
Y-27632 2HCl,nan,D020T01P001L02,A02,141,0.14893617021276595,0.851063829787234,0.8708333333333333,0.7142857142857141
Cediranib (AZD2171),nan,D020T01P001L02,A03,157,0.8853503184713376,0.1146496815286624,0.6166666666666666,0.7978417266187053
Avagacestat (BMS-708163),nan,D020T01P001L02,A04,162,0.18518518518518517,0.8148148148148149,0.812878787878788,0.7566666666666666
Motesanib Diphosphate (AMG-706),nan,D020T01P001L02,A05,182,0.18681318681318682,0.8131868131868132,0.7966216216216209,0.7205882352941178
TWS119,nan,D020T01P001L02,A06,164,0.18292682926829268,0.8170731707317074,0.8298507462686567,0.7499999999999999
Sunitinib Malate,nan,D020T01P001L02,A07,169,0.6094674556213018,0.3905325443786982,0.766666666666667,0.7631067961165052
AZ 960,nan,D020T01P001L02,A08,152,0.15789473684210525,0.8421052631578947,0.7992187499999999,0.7375000000000002
SL-327,nan,D020T01P001L02,A09,172,0.31976744186046513,0.6802325581395349,0.8025641025641029,0.7327272727272729
MK-0752,nan,D020T01P001L02,A10,180,0.11666666666666667,0.8833333333333333,0.8377358490566043,0.7238095238095237
SU11274,nan,D020T01P001L02,A11,192,0.19270833333333334,0.8072916666666666,0.8677419354838717,0.7243243243243245
CHIR-98014,nan,D020T01P001L02,A12,135,0.6148148148148148,0.3851851851851852,0.7307692307692311,0.7783132530120481
Vatalanib (PTK787) 2HCl,nan,D020T01P001L02,A13,145,0.14482758620689656,0.8551724137931034,0.8717741935483874,0.7857142857142857
WHI-P154,nan,D020T01P001L02,A14,176,0.11363636363636363,0.8863636363636364,0.855769230769231,0.7899999999999999
Foretinib (GSK1363089),nan,D020T01P001L02,A15,169,0.33727810650887574,0.6627218934911243,0.7857142857142856,0.7894736842105263
IWR-1-endo,nan,D020T01P001L02,A16,175,0.19428571428571428,0.8057142857142857,0.8595744680851071,0.6970588235294115
AT9283,nan,D020T01P001L02,A17,149,0.9664429530201343,0.03355704697986572,0.64,0.8006944444444448
BIO,nan,D020T01P001L02,A18,157,0.24203821656050956,0.7579617834394905,0.8352941176470587,0.7236842105263159
Lenvatinib (E7080),nan,D020T01P001L02,A19,177,0.1694915254237288,0.8305084745762712,0.8571428571428574,0.7499999999999998
K02288,nan,D020T01P001L02,A20,176,0.13068181818181818,0.8693181818181819,0.8575163398692813,0.7043478260869565
WZ8040,nan,D020T01P001L02,A21,171,0.21052631578947367,0.7894736842105263,0.8437037037037033,0.7
Filgotinib (GLPG0634),nan,D020T01P001L02,A22,171,0.21052631578947367,0.7894736842105263,0.8037037037037036,0.7000000000000001
DMSO,nan,D020T01P001L02,A23,200,0.155,0.845,0.8674556213017758,0.7645161290322581
DMSO,nan,D020T01P001L02,A24,147,0.16326530612244897,0.8367346938775511,0.8349593495934963,0.7541666666666665
AG-1024,nan,D020T01P001L02,B01,143,0.04195804195804196,0.958041958041958,0.8211678832116788,0.7333333333333334
GNF-5,nan,D020T01P001L02,B02,155,0.11612903225806452,0.8838709677419355,0.8883211678832119,0.7555555555555555
BX-912,nan,D020T01P001L02,B03,176,0.7784090909090909,0.22159090909090906,0.694871794871795,0.7824817518248177
DMSO,nan,D020T01P001L02,B04,189,0.1693121693121693,0.8306878306878307,0.8101910828025479,0.753125
Aurora A Inhibitor I,nan,D020T01P001L02,B05,186,0.7795698924731183,0.22043010752688175,0.7024390243902439,0.7641379310344826
VX-11e,nan,D020T01P001L02,B06,174,0.5459770114942529,0.45402298850574707,0.7329113924050632,0.7684210526315792
Pimasertib (AS-703026),nan,D020T01P001L02,B07,185,0.7027027027027027,0.29729729729729726,0.6745454545454546,0.7730769230769233
DMSO,nan,D020T01P001L02,B08,139,0.2158273381294964,0.7841726618705036,0.8541284403669726,0.7233333333333333
Quizartinib (AC220),nan,D020T01P001L02,B09,229,0.7947598253275109,0.20524017467248912,0.6489361702127661,0.7582417582417577
LJI308,nan,D020T01P001L02,B10,177,0.1638418079096045,0.8361581920903955,0.8574324324324326,0.7413793103448275
PHT-427,nan,D020T01P001L02,B11,187,0.1657754010695187,0.8342245989304813,0.8544871794871796,0.7258064516129032
DMSO,nan,D020T01P001L02,B12,173,0.10982658959537572,0.8901734104046243,0.851948051948052,0.7421052631578945
BIRB 796 (Doramapimod),nan,D020T01P001L02,B13,171,0.08187134502923976,0.9181286549707602,0.8726114649681534,0.7928571428571429
VE-821,nan,D020T01P001L02,B14,169,0.17159763313609466,0.8284023668639053,0.8292857142857147,0.7482758620689655
