Product.Name,Concentration,Plate.ID,Well.ID,Num.Objects,Percent.Dead,Percent.Live,Mean.Certainty.Live,Mean.Certainty.Dead
Linifanib (ABT-869),nan,D020T01P001L02,A01,151,0.059602649006622516,0.9403973509933775,0.8605633802816908,0.611111111111111
Y-27632 2HCl,nan,D020T01P001L02,A02,141,0.06382978723404255,0.9361702127659575,0.8636363636363638,0.711111111111111
Cediranib (AZD2171),nan,D020T01P001L02,A03,157,0.1464968152866242,0.8535031847133758,0.7955223880597021,0.7130434782608696
Avagacestat (BMS-708163),nan,D020T01P001L02,A04,162,0.024691358024691357,0.9753086419753086,0.8803797468354434,0.6749999999999999
Motesanib Diphosphate (AMG-706),nan,D020T01P001L02,A05,182,0.06043956043956044,0.9395604395604396,0.8502923976608192,0.7272727272727273
TWS119,nan,D020T01P001L02,A06,164,0.10975609756097561,0.8902439024390244,0.8678082191780828,0.7722222222222223
Sunitinib Malate,nan,D020T01P001L02,A07,169,0.11834319526627218,0.8816568047337279,0.8093959731543628,0.6849999999999998
AZ 960,nan,D020T01P001L02,A08,152,0.02631578947368421,0.9736842105263158,0.8871621621621625,0.725
SL-327,nan,D020T01P001L02,A09,172,0.06395348837209303,0.936046511627907,0.8571428571428575,0.7181818181818183
MK-0752,nan,D020T01P001L02,A10,180,0.06111111111111111,0.9388888888888889,0.8881656804733734,0.7545454545454544
SU11274,nan,D020T01P001L02,A11,192,0.08854166666666667,0.9114583333333334,0.8617142857142864,0.664705882352941
CHIR-98014,nan,D020T01P001L02,A12,135,0.0962962962962963,0.9037037037037037,0.8196721311475414,0.7538461538461539
Vatalanib (PTK787) 2HCl,nan,D020T01P001L02,A13,145,0.06206896551724138,0.9379310344827586,0.895588235294118,0.6666666666666665
WHI-P154,nan,D020T01P001L02,A14,176,0.045454545454545456,0.9545454545454546,0.8869047619047622,0.6499999999999999
Foretinib (GSK1363089),nan,D020T01P001L02,A15,169,0.0650887573964497,0.9349112426035503,0.853164556962026,0.718181818181818
IWR-1-endo,nan,D020T01P001L02,A16,175,0.05714285714285714,0.9428571428571428,0.8812121212121219,0.69
AT9283,nan,D020T01P001L02,A17,149,0.3221476510067114,0.6778523489932886,0.7267326732673266,0.7416666666666667
