Product.Name,Concentration,Plate.ID,Well.ID,Num.Objects,Percent.Dead,Percent.Live,Mean.Certainty.Live,Mean.Certainty.Dead
Linifanib (ABT-869),nan,D030T01P001L02,A01,197,0.1065989847715736,0.8934010152284264,0.8687500000000002,0.7714285714285712
Y-27632 2HCl,nan,D030T01P001L02,A02,306,0.0457516339869281,0.954248366013072,0.9160958904109603,0.6857142857142856
Cediranib (AZD2171),nan,D030T01P001L02,A03,308,0.22077922077922077,0.7792207792207793,0.8595833333333337,0.7911764705882353
Avagacestat (BMS-708163),nan,D030T01P001L02,A04,348,0.06896551724137931,0.9310344827586207,0.9194444444444444,0.7249999999999998
Motesanib Diphosphate (AMG-706),nan,D030T01P001L02,A05,247,0.008097165991902834,0.9919028340080972,0.93591836734694,0.6
TWS119,nan,D030T01P001L02,A06,271,0.04797047970479705,0.9520295202952029,0.9217054263565897,0.6923076923076923
Sunitinib Malate,nan,D030T01P001L02,A07,242,0.13636363636363635,0.8636363636363636,0.8315789473684223,0.7666666666666669
AZ 960,nan,D030T01P001L02,A08,317,0.056782334384858045,0.943217665615142,0.9010033444816066,0.6833333333333332
SL-327,nan,D030T01P001L02,A09,362,0.13535911602209943,0.8646408839779005,0.8099041533546328,0.7448979591836737
MK-0752,nan,D030T01P001L02,A10,222,0.036036036036036036,0.963963963963964,0.9107476635514026,0.75
SU11274,nan,D030T01P001L02,A11,234,0.04700854700854701,0.9529914529914529,0.9053811659192832,0.7545454545454546
CHIR-98014,nan,D030T01P001L02,A12,469,0.6886993603411514,0.3113006396588486,0.6554794520547944,0.7990712074303403
Vatalanib (PTK787) 2HCl,nan,D030T01P001L02,A13,250,0.048,0.952,0.922268907563026,0.6999999999999998
WHI-P154,nan,D030T01P001L02,A14,260,0.07307692307692308,0.926923076923077,0.9070539419087149,0.7368421052631577
Foretinib (GSK1363089),nan,D030T01P001L02,A15,295,0.18983050847457628,0.8101694915254237,0.8585774058577411,0.7803571428571429
IWR-1-endo,nan,D030T01P001L02,A16,200,0.03,0.97,0.9185567010309285,0.6999999999999998
AT9283,nan,D030T01P001L02,A17,555,0.6972972972972973,0.3027027027027027,0.6196428571428572,0.797674418604652
BIO,nan,D030T01P001L02,A18,307,0.05537459283387622,0.9446254071661238,0.8668965517241388,0.7235294117647059
Lenvatinib (E7080),nan,D030T01P001L02,A19,250,0.076,0.924,0.9216450216450219,0.7368421052631579
K02288,nan,D030T01P001L02,A20,216,0.05092592592592592,0.9490740740740741,0.900975609756098,0.7181818181818181
WZ8040,nan,D030T01P001L02,A21,302,0.039735099337748346,0.9602649006622517,0.9089655172413804,0.725
Filgotinib (GLPG0634),nan,D030T01P001L02,A22,293,0.06484641638225255,0.9351535836177475,0.9054744525547451,0.7315789473684211
DMSO,nan,D030T01P001L02,A23,321,0.021806853582554516,0.9781931464174455,0.9117834394904466,0.7142857142857142
DMSO,nan,D030T01P001L02,A24,261,0.04597701149425287,0.9540229885057472,0.9060240963855432,0.6833333333333332
AG-1024,nan,D030T01P001L02,B01,383,0.05483028720626632,0.9451697127937336,0.8983425414364641,0.7238095238095238
GNF-5,nan,D030T01P001L02,B02,292,0.0684931506849315,0.9315068493150684,0.8988970588235304,0.7299999999999999
BX-912,nan,D030T01P001L02,B03,188,0.3351063829787234,0.6648936170212766,0.7799999999999998,0.8476190476190479
DMSO,nan,D030T01P001L02,B04,233,0.03862660944206009,0.9613733905579399,0.9031250000000005,0.711111111111111
Aurora A Inhibitor I,nan,D030T01P001L02,B05,231,0.04329004329004329,0.9567099567099567,0.9045248868778291,0.74
VX-11e,nan,D030T01P001L02,B06,402,0.48756218905472637,0.5124378109452736,0.6747572815533983,0.7831632653061221
Pimasertib (AS-703026),nan,D030T01P001L02,B07,335,0.6268656716417911,0.3731343283582089,0.6471999999999999,0.7976190476190479
DMSO,nan,D030T01P001L02,B08,264,0.06439393939393939,0.9356060606060606,0.8947368421052636,0.7588235294117647
Quizartinib (AC220),nan,D030T01P001L02,B09,194,0.10309278350515463,0.8969072164948454,0.8925287356321843,0.7699999999999999
LJI308,nan,D030T01P001L02,B10,249,0.060240963855421686,0.9397590361445783,0.8923076923076931,0.7866666666666665
PHT-427,nan,D030T01P001L02,B11,314,0.06687898089171974,0.9331210191082803,0.8716723549488065,0.7142857142857141
DMSO,nan,D030T01P001L02,B12,201,0.04477611940298507,0.9552238805970149,0.9010416666666671,0.6888888888888889
BIRB 796 (Doramapimod),nan,D030T01P001L02,B13,302,0.059602649006622516,0.9403973509933775,0.934859154929578,0.7333333333333333
VE-821,nan,D030T01P001L02,B14,283,0.053003533568904596,0.9469964664310954,0.913432835820896,0.7066666666666666
AZD8330,nan,D030T01P001L02,B15,366,0.39344262295081966,0.6065573770491803,0.8040540540540537,0.7833333333333333
DMSO,nan,D030T01P001L02,B16,227,0.07488986784140969,0.9251101321585903,0.8928571428571438,0.7705882352941176
GSK461364,nan,D030T01P001L02,B17,142,0.31690140845070425,0.6830985915492958,0.8463917525773197,0.7888888888888888
BMS-582949,nan,D030T01P001L02,B18,290,0.06551724137931035,0.9344827586206896,0.9066420664206646,0.7052631578947368
