Product.Name,Concentration,Plate.ID,Well.ID,Num.Objects,Percent.Dead,Percent.Live,Mean.Certainty.Live,Mean.Certainty.Dead
Avagacestat (BMS-708163),nan,D013T01P001L02,A04,225,0.04,0.96,0.8759259259259262,0.611111111111111
Motesanib Diphosphate (AMG-706),nan,D013T01P001L02,A05,197,0.07106598984771574,0.9289340101522843,0.8371584699453559,0.6357142857142856
AZ 960,nan,D013T01P001L02,A08,266,0.16165413533834586,0.8383458646616542,0.7959641255605384,0.6744186046511629
SL-327,nan,D013T01P001L02,A09,234,0.07264957264957266,0.9273504273504274,0.8585253456221204,0.711764705882353
SU11274,nan,D013T01P001L02,A11,224,0.03571428571428571,0.9642857142857143,0.8638888888888895,0.6375
Vatalanib (PTK787) 2HCl,nan,D013T01P001L02,A13,215,0.05581395348837209,0.9441860465116279,0.8655172413793113,0.6750000000000002
WHI-P154,nan,D013T01P001L02,A14,227,0.01762114537444934,0.9823788546255506,0.8865470852017945,0.7
IWR-1-endo,nan,D013T01P001L02,A16,262,0.03816793893129771,0.9618320610687023,0.8746031746031749,0.6399999999999999
AT9283,nan,D013T01P001L02,A17,283,0.8515901060070671,0.14840989399293292,0.5238095238095238,0.7066390041493769
Lenvatinib (E7080),nan,D013T01P001L02,A19,185,0.14054054054054055,0.8594594594594595,0.816981132075472,0.6769230769230768
K02288,nan,D013T01P001L02,A20,269,0.026022304832713755,0.9739776951672863,0.8729007633587795,0.6571428571428571
AG-1024,nan,D013T01P001L02,B01,218,0.1743119266055046,0.8256880733944953,0.830555555555556,0.7052631578947371
GNF-5,nan,D013T01P001L02,B02,229,0.03056768558951965,0.9694323144104804,0.8531531531531534,0.7
BX-912,nan,D013T01P001L02,B03,297,0.17845117845117844,0.8215488215488216,0.779508196721312,0.6660377358490567
VX-11e,nan,D013T01P001L02,B06,213,0.06572769953051644,0.9342723004694835,0.8236180904522618,0.607142857142857
DMSO,nan,D013T01P001L02,B08,283,0.053003533568904596,0.9469964664310954,0.8544776119402996,0.6533333333333332
Quizartinib (AC220),nan,D013T01P001L02,B09,238,0.19747899159663865,0.8025210084033614,0.7910994764397907,0.6893617021276596
LJI308,nan,D013T01P001L02,B10,240,0.025,0.975,0.8991452991452997,0.6166666666666667
PHT-427,nan,D013T01P001L02,B11,212,0.06132075471698113,0.9386792452830188,0.8577889447236188,0.6769230769230768
DMSO,nan,D013T01P001L02,B12,262,0.04198473282442748,0.9580152671755725,0.8581673306772917,0.6545454545454544
BIRB 796 (Doramapimod),nan,D013T01P001L02,B13,245,0.0163265306122449,0.9836734693877551,0.8863070539419096,0.65
AZD8330,nan,D013T01P001L02,B15,215,0.13488372093023257,0.8651162790697674,0.7844086021505375,0.6310344827586206
DMSO,nan,D013T01P001L02,B16,303,0.013201320132013201,0.9867986798679867,0.8759197324414717,0.6
GSK461364,nan,D013T01P001L02,B17,243,0.7078189300411523,0.29218106995884774,0.6492957746478872,0.7139534883720925
BMS-582949,nan,D013T01P001L02,B18,244,0.03278688524590164,0.9672131147540983,0.8673728813559333,0.625
Mubritinib (TAK 165),nan,D013T01P001L02,B19,209,0.1339712918660287,0.8660287081339713,0.6872928176795579,0.6428571428571429
DMSO,nan,D013T01P001L02,B20,238,0.05042016806722689,0.9495798319327731,0.8606194690265497,0.6666666666666666
Volasertib (BI 6727),nan,D013T01P001L02,B21,234,0.05982905982905983,0.9401709401709402,0.8354545454545464,0.6571428571428569
DMSO,nan,D013T01P001L02,B22,267,0.04868913857677903,0.951310861423221,0.8578740157480322,0.6769230769230768
DMSO,nan,D013T01P001L02,B23,234,0.05128205128205128,0.9487179487179487,0.861711711711712,0.6583333333333333
DMSO,nan,D013T01P001L02,B24,189,0.0582010582010582,0.9417989417989419,0.884269662921349,0.6363636363636362
Axitinib,nan,D013T01P001L02,C01,260,0.10384615384615385,0.8961538461538462,0.8261802575107292,0.6962962962962962
Enzastaurin (LY317615),nan,D013T01P001L02,C02,294,0.7312925170068028,0.26870748299319724,0.7734177215189875,0.8148837209302332
"Dovitinib (TKI-258, CHIR-258)",nan,D013T01P001L02,C03,299,0.2809364548494983,0.7190635451505016,0.7716279069767448,0.7559523809523813
Ruxolitinib (INCB018424),nan,D013T01P001L02,C04,229,0.034934497816593885,0.9650655021834061,0.8579185520361995,0.6375
Nilotinib (AMN-107),nan,D013T01P001L02,C05,289,0.031141868512110725,0.9688581314878892,0.8525000000000006,0.6222222222222222
