Product.Name,Concentration,Plate.ID,Well.ID,Num.Objects,Percent.Dead,Percent.Live,Mean.Certainty.Live,Mean.Certainty.Dead
Linifanib (ABT-869),nan,D004T01P003L02,A01,128,0.0234375,0.9765625,0.9376000000000003,0.6999999999999998
Y-27632 2HCl,nan,D004T01P003L02,A02,128,0.03125,0.96875,0.9540322580645161,0.625
Cediranib (AZD2171),nan,D004T01P003L02,A03,128,0.03125,0.96875,0.9249999999999998,0.65
Avagacestat (BMS-708163),nan,D004T01P003L02,A04,116,0.05172413793103448,0.9482758620689655,0.9654545454545455,0.6333333333333334
Motesanib Diphosphate (AMG-706),nan,D004T01P003L02,A05,128,0.046875,0.953125,0.9409836065573769,0.6333333333333334
TWS119,nan,D004T01P003L02,A06,122,0.05737704918032787,0.9426229508196722,0.9591304347826085,0.6142857142857142
Sunitinib Malate,nan,D004T01P003L02,A07,122,0.03278688524590164,0.9672131147540983,0.9661016949152542,0.6
AZ 960,nan,D004T01P003L02,A08,127,0.1968503937007874,0.8031496062992126,0.8843137254901964,0.6799999999999998
SL-327,nan,D004T01P003L02,A09,137,0.043795620437956206,0.9562043795620438,0.9282442748091604,0.6166666666666667
MK-0752,nan,D004T01P003L02,A10,89,0.0898876404494382,0.9101123595505618,0.9728395061728393,0.625
SU11274,nan,D004T01P003L02,A11,133,0.022556390977443608,0.9774436090225564,0.9561538461538468,0.6
CHIR-98014,nan,D004T01P003L02,A12,125,0.328,0.6719999999999999,0.8928571428571429,0.7121951219512196
Vatalanib (PTK787) 2HCl,nan,D004T01P003L02,A13,123,0.024390243902439025,0.975609756097561,0.9475000000000001,0.6333333333333333
WHI-P154,nan,D004T01P003L02,A14,99,0.04040404040404041,0.9595959595959596,0.9599999999999999,0.775
Foretinib (GSK1363089),nan,D004T01P003L02,A15,139,0.2949640287769784,0.7050359712230216,0.8632653061224485,0.7390243902439024
IWR-1-endo,nan,D004T01P003L02,A16,156,0.04487179487179487,0.9551282051282052,0.9496644295302017,0.6285714285714284
AT9283,nan,D004T01P003L02,A17,117,0.46153846153846156,0.5384615384615384,0.8539682539682539,0.7611111111111113
BIO,nan,D004T01P003L02,A18,126,0.05555555555555555,0.9444444444444444,0.9142857142857144,0.6142857142857142
Lenvatinib (E7080),nan,D004T01P003L02,A19,140,0.007142857142857143,0.9928571428571429,0.939568345323741,0.6
K02288,nan,D004T01P003L02,A20,145,0.027586206896551724,0.9724137931034482,0.9680851063829787,0.6
WZ8040,nan,D004T01P003L02,A21,120,0.03333333333333333,0.9666666666666667,0.9422413793103451,0.675
Filgotinib (GLPG0634),nan,D004T01P003L02,A22,103,0.019417475728155338,0.9805825242718447,0.9653465346534655,0.8
DMSO,nan,D004T01P003L02,A23,93,0.021505376344086023,0.978494623655914,0.9384615384615386,0.7
DMSO,nan,D004T01P003L02,A24,93,0.043010752688172046,0.956989247311828,0.940449438202247,0.6
AG-1024,nan,D004T01P003L02,B01,156,0.057692307692307696,0.9423076923076923,0.9442176870748297,0.611111111111111
GNF-5,nan,D004T01P003L02,B02,142,0.04225352112676056,0.9577464788732395,0.9772058823529415,0.6833333333333332
BX-912,nan,D004T01P003L02,B03,144,0.1388888888888889,0.8611111111111112,0.850806451612903,0.7
DMSO,nan,D004T01P003L02,B04,152,0.02631578947368421,0.9736842105263158,0.9675675675675677,0.65
