,AUC_Mean,AUC_Std,Distance
Taselisib__1.0,0.991756898637437,0.0036456522388948753,12.168827985365434
Defactinib__0.0016,0.812156468660921,0.04348985035301191,2.4248652080006488
YM155__0.04,0.9099647709503328,0.03582727153528042,7.302907534860552
Irinotecan mit 5-FU + Gefitinib__0.008,0.9651318771086503,0.016135218324671314,10.067005873285003
Volasertib__0.04,0.9776610398482726,0.008252535799816167,9.401552780707812
Gemcitabine__0.04,0.947775323727719,0.025706705290634884,11.684047138526036
Bexaroten__0.04,0.8102489310320943,0.06432495132379969,5.846984475217242
Dasatinib__0.008,0.9542617804017505,0.020525236841111263,8.413990876911267
Staurosporine_500nM,0.9992569237829991,0.0009472425669118437,22.503828128008415
Palbociclib__0.0016,0.8064748646662432,0.04519832873846171,4.0946651719352865
Vinblastin__0.0016,0.9337240972773477,0.041736404198778214,9.920140355316278
Vinblastin__0.2,0.9881587991982019,0.004271334846171709,11.981626201557907
Irinotecan mit 5-FU__0.0016,0.852705200050476,0.029800283471610275,6.18473353488044
YM155__1.0,0.9897594973267628,0.011307377409556469,15.278209623942857
Irinotecan / SN-38__0.2,0.9926779448437454,0.01131082993005459,22.25561939197455
Dabrafenib with Trametinib__0.04,0.9675295169490028,0.015949831309479925,8.605254773568493
DMSO,0.5084611727088604,0.004290735307114606,0.0
AZD 4547__0.2,0.8656473387167439,0.03960369877320734,8.845578828828108
Afatinib__0.008,0.9032117886712904,0.032838552959080426,9.810025115335948
ALISERTIB__0.008,0.7925211071571264,0.02521791004752431,3.0798196679130045
lapatinib__0.04,0.7909933042912203,0.03965337056396285,3.5523552912494734
ruxolitinib__0.04,0.8573643409411436,0.01372198500717162,4.588314645100213
Cabozantinib maleate__0.04,0.7950545237637281,0.03498331630561492,3.850517875005045
Panobinostat__0.008,0.8993782337244323,0.020663579226606096,6.960016952189173
Idelalisib__0.2,0.7715134663784678,0.05060065404743215,2.6746026258180744
Crizotinib__1.0,0.9996368577018068,0.0002652403028532014,21.877768185096162
sonidegib__0.2,0.716303544060253,0.05678174019946856,3.423285483214517
Irinotecan / SN-38__0.04,0.9789079101983189,0.011768578647101478,11.791794269141292
Vorinostat__0.0016,0.8415308226131037,0.029898382628606706,6.151114233269504
Trifluoridin/Tipiracil__1.0,0.7780276432003566,0.05341075665635911,4.661163420793516
sonidegib__0.0016,0.8956248166736296,0.028987671844348896,6.479016446270949
AZD 5363__0.008,0.6238345790188937,0.056981107548962476,2.4037688629939122
LGK974__0.0016,0.6041808761203299,0.05730989145128596,1.3868081070229057
5-FU__0.008,0.7716554330261023,0.03373507583200725,3.701138004222791
Everolimus__0.2,0.7199443117853067,0.02162076929705186,4.265969799430252
AZD 4547__0.0016,0.7240804282762914,0.03901430351913903,3.640186951153786
Oxaliplatin mit 5-FU + Gefitinib__0.04,0.7848750833324852,0.04856269700346,4.678414041091931
Paclitaxel__0.04,0.9545689494703689,0.011086870803064091,9.435596609025959
PHENFORMIN__0.0016,0.7554945063004535,0.05872085597452231,3.917477448692203
pazopanib__0.2,0.8543181564268243,0.03724522731151268,5.434456054975725
Irinotecan mit 5-FU__1.0,0.9982233782034429,0.0008474501335317931,16.679535790842067
Trametinib__1.0,0.9799381423981985,0.0072572861084450125,12.684542558933376
Venetoclax__0.008,0.8467051466490864,0.03662075843179722,5.722326915129105
Docetaxel__0.04,0.9890283065895826,0.005124303768112053,12.89843458166611
Alpelisib__0.008,0.820983250664818,0.030104490892516114,4.121551692521701
Trametinib__0.0016,0.8730373811021966,0.02697095183634331,5.346493869070535
Taselisib__0.2,0.9932980170523695,0.0038891890443125575,16.03508151808536
Irinotecan mit 5-FU + Gefitinib__0.04,0.9616265655478689,0.015767541711461157,12.405337685832801
Ponatinib__0.008,0.7537860813345515,0.040188937983596545,3.928357028737977
