,AUC_Mean,AUC_Std,Distance,PValue
Taselisib__1.0,0.9821464682548273,0.028423223752116235,12.168827985365434,0.000999000999000999
Defactinib__0.0016,0.8158143315084935,0.08557266327716272,2.4248652080006488,0.000999000999000999
YM155__0.04,0.9112919487447486,0.041955561027977865,7.302907534860552,0.000999000999000999
Irinotecan mit 5-FU + Gefitinib__0.008,0.9617241833462051,0.01960341165693711,10.067005873285003,0.000999000999000999
Volasertib__0.04,0.9731745064739183,0.01938247822860062,9.401552780707812,0.000999000999000999
Gemcitabine__0.04,0.9536666999217607,0.03278248887538457,11.684047138526036,0.000999000999000999
Bexaroten__0.04,0.814081621068093,0.06324794651532209,5.846984475217242,0.000999000999000999
Dasatinib__0.008,0.9207816049444665,0.030118415866631287,8.413990876911267,0.000999000999000999
Staurosporine_500nM,0.9979840395006262,0.0032213399433723266,22.503828128008415,0.000999000999000999
Palbociclib__0.0016,0.7837979058050302,0.03393472322994127,4.0946651719352865,0.000999000999000999
Vinblastin__0.0016,0.9476731652799852,0.02425389286386854,9.920140355316278,0.000999000999000999
Vinblastin__0.2,0.9857939195479561,0.019239496087057273,11.981626201557907,0.000999000999000999
Irinotecan mit 5-FU__0.0016,0.807117371987986,0.0848049250242585,6.18473353488044,0.000999000999000999
YM155__1.0,0.9945138888888889,0.008198076801690105,15.278209623942857,0.000999000999000999
Irinotecan / SN-38__0.2,1.0,0.0,22.25561939197455,0.000999000999000999
Dabrafenib with Trametinib__0.04,0.960164686907207,0.012840309762321173,8.605254773568493,0.000999000999000999
DMSO,0.5087572689205155,0.004730808143101612,0.0,0.005994005994005994
AZD 4547__0.2,0.8628939219100848,0.035087433895738,8.845578828828108,0.000999000999000999
Afatinib__0.008,0.9151850928347468,0.04735285443520095,9.810025115335948,0.000999000999000999
ALISERTIB__0.008,0.8100334702420776,0.06204339380505062,3.0798196679130045,0.000999000999000999
lapatinib__0.04,0.792113235908443,0.044582149431916726,3.5523552912494734,0.000999000999000999
ruxolitinib__0.04,0.8102570880402391,0.05721011248752227,4.588314645100213,0.000999000999000999
Cabozantinib maleate__0.04,0.808337406422736,0.056085459599874446,3.850517875005045,0.000999000999000999
Panobinostat__0.008,0.9080709664207995,0.03452823642522107,6.960016952189173,0.000999000999000999
Idelalisib__0.2,0.7798035757123586,0.04563598820831876,2.6746026258180744,0.000999000999000999
Crizotinib__1.0,0.9949821428571429,0.010694162650526608,21.877768185096162,0.000999000999000999
sonidegib__0.2,0.6624889470271083,0.08747469943761854,3.423285483214517,0.000999000999000999
Irinotecan / SN-38__0.04,0.9699931392617748,0.015562582423250914,11.791794269141292,0.000999000999000999
Vorinostat__0.0016,0.8433167911868729,0.05065002112223335,6.151114233269504,0.000999000999000999
Trifluoridin/Tipiracil__1.0,0.7594623350683134,0.05510163702548709,4.661163420793516,0.000999000999000999
sonidegib__0.0016,0.9098002398754128,0.018784090180052247,6.479016446270949,0.000999000999000999
AZD 5363__0.008,0.6328272672973123,0.03824052465898811,2.4037688629939122,0.000999000999000999
LGK974__0.0016,0.6560710999465866,0.05433287417683265,1.3868081070229057,0.000999000999000999
5-FU__0.008,0.7971251205824104,0.0442844348031333,3.701138004222791,0.000999000999000999
Everolimus__0.2,0.739473042399619,0.07179565396051464,4.265969799430252,0.000999000999000999
AZD 4547__0.0016,0.7097232396409259,0.07688594466379496,3.640186951153786,0.000999000999000999
Oxaliplatin mit 5-FU + Gefitinib__0.04,0.7980769617315193,0.043692092110889924,4.678414041091931,0.000999000999000999
Paclitaxel__0.04,0.9571046718910446,0.02180028852651617,9.435596609025959,0.000999000999000999
PHENFORMIN__0.0016,0.7563672599207144,0.06018490584705573,3.917477448692203,0.000999000999000999
pazopanib__0.2,0.8106181514856571,0.07868099590436993,5.434456054975725,0.000999000999000999
Irinotecan mit 5-FU__1.0,0.9875396825396825,0.02761186277646611,16.679535790842067,0.000999000999000999
Trametinib__1.0,0.9749706713282327,0.017177181548964037,12.684542558933376,0.000999000999000999
Venetoclax__0.008,0.8955909337729393,0.05283438119607482,5.722326915129105,0.000999000999000999
Docetaxel__0.04,0.9851163941396542,0.01639661883304032,12.89843458166611,0.000999000999000999
Alpelisib__0.008,0.8455193590432224,0.046855487773910694,4.121551692521701,0.000999000999000999
Trametinib__0.0016,0.8788208002553354,0.062197877252087475,5.346493869070535,0.000999000999000999
Taselisib__0.2,0.9881162045496158,0.01817172963291468,16.03508151808536,0.000999000999000999
Irinotecan mit 5-FU + Gefitinib__0.04,0.9682981507570918,0.02216247319629477,12.405337685832801,0.000999000999000999
Ponatinib__0.008,0.7504722278787298,0.03628698477216766,3.928357028737977,0.000999000999000999
Gemcitabine__0.0016,0.7116451106755546,0.041377104437240166,2.405189706176561,0.000999000999000999
5-FU__0.2,0.8913388022243065,0.03146241780908854,8.235523341385072,0.000999000999000999
Etoposid__0.0016,0.6667474548440067,0.06788748098226811,2.6715574027698508,0.000999000999000999
Vorinostat__0.008,0.7817738345418255,0.06137261385761562,5.01982817420405,0.000999000999000999
Olaparib__0.2,0.7383845870005146,0.06850752499972343,2.031735612736493,0.000999000999000999
Everolimus__0.0016,0.7238287354377115,0.05984022020675214,2.659785974765166,0.000999000999000999
Bexaroten__0.008,0.6964559505281058,0.053700147619392714,3.0556190700465766,0.000999000999000999
Venetoclax__0.04,0.7436510677775573,0.07061578232644344,2.000013698345032,0.000999000999000999
Docetaxel__1.0,0.9405060724673092,0.03131612138769666,11.401997794618648,0.000999000999000999
PRI-724__0.0016,0.6529670105005946,0.07108744443664182,3.0295711773484415,0.000999000999000999
Erlotinib__0.0016,0.7110097990363823,0.05916239934927591,3.203296089599608,0.000999000999000999
Bortezomib__0.2,0.9963617991056072,0.00653152586614241,21.65331723944981,0.000999000999000999
GSK2636771__0.2,0.9436703102923367,0.04710877412663055,11.51103654489418,0.000999000999000999
Methotrexate__0.0016,0.7389783032248036,0.0816284191303099,2.820196914999475,0.000999000999000999
